graph_index,label
96,1
2,1
56,0
133,0
146,0
61,1
52,0
20,1
4,1
68,1
38,0
33,1
69,1
180,1
148,0
17,1
75,1
177,1
149,1
103,1
158,1
97,1
119,1
86,0
145,0
156,0
41,0
95,1
83,0
99,1
140,1
44,0
165,0
114,0
126,1
120,1
43,0
164,1
144,1
36,1
29,1
131,1
87,1
19,1
88,1
64,1
98,1
168,0
57,0
169,1
118,1
16,1
13,1
135,1
65,1
77,0
143,1
179,0
115,1
8,0
1,1
132,1
24,1
93,1
34,1
46,1
127,1
187,1
159,1
21,0
55,1
66,1
40,0
124,0
136,0
37,1
32,1
6,1
5,1
116,0
78,1
63,0
76,0
141,1
53,0
79,1
35,0
185,0
184,1
104,1
23,1
150,1
47,0
162,1
139,0
138,1
22,1
81,0
14,0
25,0
167,1
155,1
111,0
106,0
11,1
84,1
12,0
74,0
163,1
90,0
176,1
125,1
107,1
175,1
182,1
100,0
121,0
113,1
130,1
142,1
27,0
58,1
147,0
45,1
186,1
70,0
170,1
51,0
60,0
71,1
50,1
39,1
151,1
15,1
181,1
102,0
91,1
112,1
92,1
31,1
30,1
89,1
161,0
154,0
28,1
128,0
85,1
183,1
137,1
172,1
