graph_index,label
31,0
242,1
541,5
376,1
16,4
93,3
346,0
488,0
226,1
532,2
73,5
244,1
199,2
194,2
457,5
177,3
547,5
361,2
38,0
505,3
563,0
417,5
366,5
356,3
172,2
515,1
371,3
387,3
597,5
27,0
176,5
501,3
549,2
19,4
333,1
508,5
395,3
314,5
233,4
265,5
270,0
373,3
330,5
348,5
582,2
427,2
289,3
398,0
181,2
155,5
564,3
4,5
312,2
109,3
466,0
195,4
533,2
163,3
385,5
231,1
459,3
266,5
413,5
349,3
92,4
472,0
318,5
578,4
524,4
230,1
369,2
377,5
279,1
422,2
12,0
246,0
245,4
54,0
79,1
517,2
284,5
426,2
359,4
520,2
49,3
68,3
253,2
441,2
87,5
197,5
261,0
342,3
458,4
156,0
518,3
189,3
22,1
509,3
238,5
131,3
499,3
449,2
30,0
302,5
259,4
23,3
276,5
538,4
404,2
35,5
102,4
439,0
100,1
85,0
311,1
543,3
423,4
148,0
519,1
579,4
116,4
391,1
596,2
326,1
237,4
202,2
382,4
594,4
555,0
208,4
51,4
138,4
263,3
10,1
516,1
136,0
542,0
26,0
337,0
504,5
137,0
118,2
317,0
323,5
456,4
559,2
303,4
510,0
465,1
213,5
448,2
435,3
425,4
227,2
514,5
351,5
367,1
264,0
390,5
528,2
203,4
285,2
63,3
207,3
47,3
474,2
180,2
184,1
134,5
412,2
166,0
121,2
140,2
254,3
442,4
6,1
316,5
158,0
257,1
157,1
581,4
185,1
258,5
143,5
186,1
354,1
374,1
357,0
48,2
490,5
497,0
322,0
587,5
126,3
103,1
560,3
503,5
198,1
481,4
598,3
320,0
325,4
296,3
24,0
62,5
71,2
37,3
588,0
70,2
39,2
262,1
0,4
568,5
416,1
331,0
168,3
50,4
565,2
389,1
595,0
315,0
464,5
477,0
491,5
589,5
99,2
403,4
41,4
544,1
106,0
299,3
287,2
535,4
548,3
273,3
243,5
498,3
574,4
494,4
309,5
480,4
241,2
218,1
383,1
584,2
113,3
468,0
82,4
150,3
384,4
124,3
44,0
562,0
502,5
478,2
108,2
408,4
188,2
500,3
364,0
402,4
561,5
399,4
13,4
298,5
365,2
290,3
540,2
411,0
127,5
240,4
5,2
268,4
300,3
191,0
352,0
120,1
56,2
96,5
280,3
182,2
60,0
576,0
216,4
8,0
347,0
381,0
552,4
65,3
61,2
222,0
577,5
511,5
43,2
3,4
141,1
21,2
224,5
586,5
375,4
67,3
546,0
145,0
52,0
277,2
84,3
479,4
583,2
392,0
46,5
215,0
247,2
437,5
66,0
420,0
421,4
179,1
445,5
447,3
211,4
123,5
250,2
455,1
536,5
98,1
122,5
353,3
42,4
72,1
239,3
368,2
569,0
432,5
164,3
234,4
9,0
539,5
297,1
15,2
355,4
232,0
554,4
90,3
294,1
217,3
388,4
493,3
461,3
451,3
175,2
492,1
450,3
221,0
308,0
506,0
196,1
161,1
386,5
119,1
205,1
132,2
328,2
305,2
570,1
460,1
475,2
147,0
252,2
88,4
522,1
370,1
288,1
171,5
414,4
590,5
2,0
405,4
396,1
40,5
75,3
170,0
476,4
358,4
434,2
487,0
135,3
545,3
531,1
225,2
527,1
393,5
525,3
28,3
125,0
394,5
36,0
183,4
192,4
360,5
17,3
419,2
255,4
206,0
438,1
29,4
530,4
142,3
485,1
482,2
344,3
471,5
269,2
453,4
571,4
53,2
235,1
209,1
20,1
446,1
335,5
114,0
428,3
462,4
407,2
430,1
324,1
301,4
57,4
115,5
74,5
473,3
210,3
454,2
321,5
248,2
272,4
32,1
339,1
223,0
110,3
97,5
236,3
18,1
336,0
267,1
160,3
329,3
149,1
111,2
293,0
162,1
409,4
484,1
572,4
59,0
513,1
201,0
14,1
470,1
33,5
173,5
363,2
433,2
278,1
429,1
144,4
128,1
95,4
174,5
319,2
249,3
112,3
566,3
599,4
130,1
133,1
406,4
567,2
200,2
