graph_index,label
949,2
1280,2
1443,1
943,0
129,1
539,0
347,0
962,1
955,1
559,0
813,1
64,2
1408,0
1400,2
623,1
1149,1
850,0
1261,2
637,1
1474,1
1463,0
942,1
579,2
318,0
383,0
1162,2
745,2
1488,0
144,2
825,1
225,1
339,0
1342,0
491,0
1327,2
1378,1
985,2
1336,0
889,0
15,0
256,0
786,0
1210,2
502,1
965,2
300,2
1250,2
7,1
1419,0
406,1
959,0
652,2
984,0
168,2
171,1
423,2
1428,0
826,0
192,2
338,0
983,0
1024,0
120,2
688,0
323,0
1078,2
1066,0
389,1
553,1
753,0
903,1
790,0
993,0
1374,0
1330,1
1049,2
894,1
1204,0
522,0
292,1
789,1
634,0
1061,2
470,1
755,1
526,1
1159,1
91,1
1005,0
1324,1
1377,1
619,2
465,1
1401,0
947,1
1080,2
1460,0
47,2
1164,2
128,0
1001,0
123,0
193,2
967,2
521,1
107,1
743,1
1198,0
1245,1
827,0
574,1
721,1
919,2
399,0
1483,0
1106,2
441,1
997,2
488,1
908,2
222,0
40,0
411,2
53,0
42,2
661,2
1230,1
132,1
566,1
390,0
78,1
334,0
695,0
335,2
1047,0
697,2
1471,1
710,1
111,0
931,0
1069,2
1344,0
1265,1
36,0
1175,2
1067,2
267,2
303,0
859,1
945,0
525,2
1361,0
817,2
1444,2
1453,1
867,2
1277,2
65,2
30,2
164,0
617,0
320,1
621,2
994,1
326,0
872,1
1392,0
1233,1
452,2
394,0
730,0
1287,0
768,2
378,1
1310,1
555,0
1354,0
937,0
1316,2
731,0
1065,1
493,1
906,2
1115,0
563,2
1472,2
424,1
587,1
638,0
1031,2
1397,1
1478,0
668,1
177,0
264,0
204,2
601,0
809,2
972,1
1124,0
1454,2
41,1
632,1
1412,2
1375,2
1103,0
538,1
1359,1
1157,1
259,1
1170,0
432,0
60,0
1003,2
622,0
1495,2
958,2
494,2
355,2
750,2
1255,1
1122,2
1329,2
1199,0
1155,2
1267,2
1121,0
797,1
1489,0
1402,0
10,2
1076,1
373,0
910,1
734,0
1288,0
131,0
670,0
814,0
940,0
1254,2
150,0
1346,0
467,0
666,1
1063,1
18,2
523,2
1045,1
1366,2
1410,1
1145,2
798,0
1221,2
301,1
866,2
848,2
173,1
232,1
1036,2
457,0
183,0
427,0
425,2
333,0
682,2
723,0
1082,1
500,2
1234,1
266,2
68,1
1113,2
1135,1
480,1
857,0
1016,0
294,0
1252,0
386,2
198,1
706,2
122,0
1099,0
1062,1
520,2
125,0
999,1
655,2
1417,2
681,2
934,2
1273,1
922,1
1321,1
547,0
1040,1
989,2
1187,2
769,1
501,0
899,0
397,1
365,1
45,0
1173,2
1237,1
1383,0
407,1
536,0
1493,0
14,1
606,1
61,0
998,0
227,1
381,2
1143,1
718,1
882,1
990,1
108,0
686,0
1476,1
732,0
282,1
1002,2
1,2
654,0
870,0
583,1
821,0
89,0
875,0
152,1
1192,1
787,2
1020,1
568,0
1247,0
748,2
537,1
724,0
1228,1
289,2
1300,0
505,2
1313,2
1060,1
1086,1
856,0
818,2
758,2
901,2
880,2
1322,1
490,1
570,1
392,0
393,0
715,0
1092,0
550,2
1435,1
377,1
1422,2
759,0
1450,0
1105,1
556,0
1107,2
1015,0
689,1
1309,1
163,2
747,2
1340,0
147,1
247,1
1152,0
694,1
685,2
1109,0
360,2
299,0
1023,0
251,2
893,2
80,0
815,0
1257,2
1070,2
1213,1
463,1
905,1
1194,2
582,2
868,1
771,1
364,1
400,0
631,1
977,1
687,0
315,0
1073,0
607,2
1284,0
980,1
1050,0
325,1
178,1
1232,2
1437,1
179,0
657,2
584,1
1225,1
642,1
479,1
643,1
12,2
969,0
430,2
1350,0
861,1
1301,1
451,2
1008,0
273,0
263,0
450,1
1371,1
1285,0
98,2
498,1
996,2
673,0
1186,0
55,1
517,1
1487,1
328,0
206,0
1462,0
1195,2
114,1
1077,2
1432,1
93,2
0,1
869,0
810,2
77,1
1459,2
245,1
436,2
838,0
591,0
145,2
412,0
307,1
269,2
1189,0
26,2
1420,0
863,2
690,1
711,1
593,2
1343,2
751,2
155,1
1039,0
100,1
1498,0
52,2
1347,2
210,2
1217,2
113,2
246,0
546,2
881,0
833,1
1482,2
1452,2
1353,2
1424,1
1074,2
297,1
803,2
1218,0
737,1
979,2
510,1
1399,0
783,1
59,0
1027,2
341,0
1154,1
924,1
1200,2
909,2
446,2
968,0
471,0
162,1
1315,1
862,0
1469,2
117,2
760,2
1396,2
981,1
599,1
1095,2
43,2
231,1
1486,1
713,1
356,0
1025,2
464,1
1146,2
1091,2
1197,1
414,0
986,0
806,0
1226,1
1421,0
1236,2
1193,0
255,2
780,2
362,2
831,1
1114,0
62,2
329,0
876,0
1144,2
704,1
1379,0
735,2
1018,2
726,2
1297,1
1150,1
597,1
1222,2
679,1
1014,1
271,1
469,0
702,1
603,2
552,1
395,1
740,2
361,1
462,1
209,0
954,2
1110,0
449,2
261,0
354,2
248,1
519,1
371,1
728,0
793,1
195,2
1386,1
1219,2
367,1
1393,2
434,2
116,1
1208,1
1243,1
1433,1
948,0
551,0
847,1
1364,0
143,1
1457,0
877,2
346,2
845,2
27,1
142,2
95,2
418,0
892,1
585,2
929,1
873,0
242,2
86,1
766,1
1163,2
1029,2
4,1
96,2
322,1
216,0
2,0
602,1
92,1
805,1
11,2
1108,1
1365,0
391,0
1461,1
509,2
1207,2
146,2
1333,0
201,1
1325,0
1054,2
1169,2
675,0
946,2
287,0
290,1
1098,0
56,1
408,1
422,0
1116,0
506,1
447,2
640,1
663,1
1337,1
1295,0
565,0
900,2
907,1
1439,2
133,0
888,1
366,2
596,1
370,2
887,0
691,1
375,1
1202,2
1484,2
800,1
749,0
153,1
987,0
167,0
660,2
8,1
277,0
240,2
1411,0
995,2
1266,1
970,0
616,1
1440,2
1449,1
588,0
819,2
913,2
1496,2
29,1
917,2
1097,2
1044,1
1384,2
516,2
473,0
196,2
478,0
1358,1
233,1
75,2
703,0
185,2
575,2
57,1
419,0
475,0
676,1
628,0
1251,0
224,0
44,2
988,1
1153,2
832,2
794,2
1416,2
811,2
1215,0
1205,0
262,0
765,0
841,2
1058,2
199,1
1021,0
135,1
1131,1
327,2
878,1
935,2
1326,2
159,1
9,0
1467,0
1338,0
1368,1
1051,0
426,2
1286,0
324,0
842,1
1214,2
1179,2
1140,0
340,0
1446,1
51,2
1270,2
816,2
1380,0
258,2
1312,0
126,2
1468,0
316,2
6,1
890,1
442,0
134,2
76,0
1088,0
158,2
530,0
285,0
306,2
744,2
298,2
1305,1
957,2
72,0
401,2
1445,0
978,0
772,1
648,1
1081,2
172,2
33,0
672,2
951,1
1426,2
1056,2
961,2
1442,1
649,1
288,1
739,2
241,2
84,2
982,0
1057,0
791,2
1303,1
1282,2
788,0
281,2
804,2
722,2
202,2
357,0
157,1
234,1
684,0
217,2
533,0
693,1
351,2
127,0
1148,2
67,1
25,1
186,1
920,2
540,1
636,2
1278,2
590,2
483,0
387,2
1430,1
184,0
611,2
319,1
1241,1
712,2
17,0
507,1
1028,1
1007,1
1413,1
175,0
871,1
950,2
112,2
569,2
545,1
218,0
807,0
781,0
1293,1
260,2
535,0
1480,0
207,0
963,0
1096,1
618,1
1118,2
799,1
567,1
1283,0
94,1
492,1
960,0
1004,0
212,1
630,2
305,2
754,2
720,2
736,2
1308,0
415,1
37,2
664,2
613,0
1289,2
32,0
1436,0
773,1
782,0
1306,0
1132,0
221,2
1334,0
22,1
971,1
380,2
342,2
886,0
345,1
1448,2
1043,1
118,2
472,1
855,1
1299,0
1151,0
528,0
1071,1
851,1
858,0
644,0
358,0
1126,1
884,2
444,2
1466,1
1010,2
671,1
374,0
181,2
729,2
1451,2
576,2
437,1
604,1
548,1
275,0
283,1
16,1
85,0
705,2
314,1
1184,0
1390,1
1348,2
1387,0
1032,1
1053,0
403,0
645,1
1352,0
272,0
762,0
1473,1
1176,0
382,2
237,1
1048,2
19,2
1123,1
639,2
598,0
1290,2
1238,0
1035,1
620,1
915,2
1084,1
719,0
268,2
795,0
1212,2
1345,0
571,1
1298,0
1041,2
23,1
66,0
254,0
249,2
286,1
1085,2
176,1
541,2
1172,0
166,0
1492,2
738,1
518,1
74,2
1158,2
136,2
1339,0
524,1
674,0
608,1
1427,0
700,2
484,0
956,2
573,2
321,2
531,0
1102,0
1479,1
921,2
223,0
476,0
698,2
914,0
633,2
203,0
13,0
1216,1
1128,0
236,1
544,1
402,0
1006,2
930,1
1271,1
1182,0
647,2
440,2
109,0
309,0
229,2
302,0
1382,0
291,1
63,0
853,2
1227,0
1475,2
1262,1
1275,0
1414,0
820,0
474,1
953,0
110,1
487,2
1362,2
105,2
3,2
1447,2
82,2
776,1
1190,1
1075,2
513,2
1055,2
1307,0
295,0
495,0
904,0
1203,2
614,1
170,0
1244,0
1497,2
119,1
239,1
1026,1
1178,0
1038,2
349,1
658,2
90,0
923,0
1367,1
1403,1
898,2
1188,0
605,2
35,2
1456,1
865,0
421,0
1441,2
1423,1
384,1
1127,2
586,0
991,1
1120,1
549,0
1166,1
140,1
103,2
933,1
557,1
1335,2
284,2
1314,0
1388,0
1101,0
928,2
683,2
453,2
1079,2
1302,2
1246,2
1220,1
1034,0
1181,2
1455,0
1341,1
5,0
653,1
1357,2
761,0
554,2
485,0
104,0
226,1
253,1
332,0
610,0
115,1
455,2
1331,2
1253,2
219,1
238,0
353,1
504,1
891,1
296,0
215,1
514,0
1240,0
1431,1
1291,0
1142,2
512,0
311,2
834,2
911,2
846,1
279,0
1465,2
641,1
182,0
828,0
1064,0
1087,0
952,1
497,0
409,0
1209,2
410,0
1438,1
1134,2
1373,2
1491,2
208,0
925,0
1090,0
578,0
742,2
1349,1
1201,1
46,2
1111,0
774,0
874,1
1276,1
966,1
1042,2
448,1
808,1
34,1
148,2
274,0
1165,2
1249,1
964,1
843,2
1059,1
669,0
461,0
680,1
1133,1
626,2
609,2
1281,0
83,1
1223,2
902,0
468,1
73,0
396,1
429,1
1425,1
1136,1
1481,0
1279,1
368,0
860,1
1356,2
265,0
97,0
250,1
154,1
1372,1
81,1
190,2
1415,2
31,1
1395,0
200,1
785,2
454,2
331,1
431,2
844,0
304,2
1490,0
1011,1
725,2
165,2
792,0
717,2
612,1
932,2
278,1
39,1
562,2
1196,1
49,1
1434,1
508,1
310,2
213,2
350,0
854,0
830,1
1391,2
