graph_index,label
31,5
242,0
541,3
376,1
16,5
93,5
346,1
488,2
226,0
532,3
73,5
244,0
199,4
194,4
457,2
177,4
547,3
361,1
38,5
505,3
563,3
417,2
366,1
356,1
172,4
515,3
371,1
387,1
597,3
27,5
176,4
501,3
549,3
19,5
333,1
508,3
395,1
314,1
233,0
265,0
270,0
373,1
330,1
348,1
582,3
427,2
289,0
398,1
181,4
155,4
564,3
4,5
312,1
109,4
466,2
195,4
533,3
163,4
385,1
231,0
459,2
266,0
413,2
349,1
92,5
472,2
318,1
578,3
524,3
230,0
369,1
377,1
279,0
422,2
12,5
246,0
245,0
54,5
79,5
517,3
284,0
426,2
359,1
520,3
49,5
68,5
253,0
441,2
87,5
197,4
261,0
342,1
458,2
156,4
518,3
189,4
22,5
509,3
238,0
131,4
499,2
449,2
30,5
302,1
259,0
23,5
276,0
538,3
404,2
35,5
102,4
439,2
100,4
85,5
311,1
543,3
423,2
148,4
519,3
579,3
116,4
391,1
596,3
326,1
237,0
202,0
382,1
594,3
555,3
208,0
51,5
138,4
263,0
10,5
516,3
136,4
542,3
26,5
337,1
504,3
137,4
118,4
317,1
323,1
456,2
559,3
303,1
510,3
465,2
213,0
448,2
435,2
425,2
227,0
514,3
351,1
367,1
264,0
390,1
528,3
203,0
285,0
63,5
207,0
47,5
474,2
180,4
184,4
134,4
412,2
166,4
121,4
140,4
254,0
442,2
6,5
316,1
158,4
257,0
157,4
581,3
185,4
258,0
143,4
186,4
354,1
374,1
357,1
48,5
490,2
497,2
322,1
587,3
126,4
103,4
560,3
503,3
198,4
481,2
598,3
320,1
325,1
296,0
24,5
62,5
71,5
37,5
588,3
70,5
39,5
262,0
0,5
568,3
416,2
331,1
168,4
50,5
565,3
389,1
595,3
315,1
464,2
477,2
491,2
589,3
99,5
403,2
41,5
544,3
106,4
299,0
287,0
535,3
548,3
273,0
243,0
498,2
574,3
494,2
309,1
480,2
241,0
218,0
383,1
584,3
113,4
468,2
82,5
150,4
384,1
124,4
44,5
562,3
502,3
478,2
108,4
408,2
188,4
500,3
364,1
402,2
561,3
399,1
13,5
298,0
365,1
290,0
540,3
411,2
127,4
240,0
5,5
268,0
300,1
191,4
352,1
120,4
56,5
96,5
280,0
182,4
60,5
576,3
216,0
8,5
347,1
381,1
552,3
65,5
61,5
222,0
577,3
511,3
43,5
3,5
141,4
21,5
224,0
586,3
375,1
67,5
546,3
145,4
52,5
277,0
84,5
479,2
583,3
392,1
46,5
215,0
247,0
437,2
66,5
420,2
421,2
179,4
445,2
447,2
211,0
123,4
250,0
455,2
536,3
98,5
122,4
353,1
42,5
72,5
239,0
368,1
569,3
432,2
164,4
234,0
9,5
539,3
297,0
15,5
355,1
232,0
554,3
90,5
294,0
217,0
388,1
493,2
461,2
451,2
175,4
492,2
450,2
221,0
308,1
506,3
196,4
161,4
386,1
119,4
205,0
132,4
328,1
305,1
570,3
460,2
475,2
147,4
252,0
88,5
522,3
370,1
288,0
171,4
414,2
590,3
2,5
405,2
396,1
40,5
75,5
170,4
476,2
358,1
434,2
487,2
135,4
545,3
531,3
225,0
527,3
393,1
525,3
28,5
125,4
394,1
36,5
183,4
192,4
360,1
17,5
419,2
255,0
206,0
438,2
29,5
530,3
142,4
485,2
482,2
344,1
471,2
269,0
453,2
571,3
53,5
235,0
209,0
20,5
446,2
335,1
114,4
428,2
462,2
407,2
430,2
324,1
301,1
57,5
115,4
74,5
473,2
210,0
454,2
321,1
248,0
272,0
32,5
339,1
223,0
110,4
97,5
236,0
18,5
336,1
267,0
160,4
329,1
149,4
111,4
293,0
162,4
409,2
484,2
572,3
59,5
513,3
201,0
14,5
470,2
33,5
173,4
363,1
433,2
278,0
429,2
144,4
128,4
95,5
174,4
319,1
249,0
112,4
566,3
599,3
130,4
133,4
406,2
567,3
200,0
