label,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57,dim58,dim59,dim60,dim61,dim62,dim63
0,0.38710737,-0.35147694,-0.027022537,-0.54364973,0.31494933,0.055320278,-0.1293097,-0.13223377,0.32797658,-0.31426424,-0.35684168,0.7921647,-0.0938261,0.26647237,-0.0371712,-0.6892294,0.40801883,-0.3493504,0.4404042,-0.27485654,-0.3431267,-0.17475954,0.36585948,-0.43956336,0.2709928,0.12027356,-0.27206412,-0.1953981,0.029758766,-0.40556806,0.12890342,-0.23070928,0.07357028,0.076512784,0.1500541,-0.48124123,-0.38883778,0.4483136,0.041825995,-0.17923823,0.4191391,0.22742148,-0.018447665,-0.18285874,0.15550092,0.17057902,-0.013588194,0.0066373944,0.13892944,-0.40191865,-0.030283123,-0.033876754,0.24521066,0.12886608,-0.13854264,-0.5907034,-0.16089252,0.8965447,0.69102114,-0.18371849,0.11209485,0.011803836,-0.10141133,0.38194
0,0.27143094,-0.19645073,-0.06784791,-0.27983338,0.061712116,0.027895726,-0.015035819,-0.124780394,0.24394596,-0.13242331,-0.008007437,0.33599806,0.014573917,0.21661887,0.05857715,-0.29721776,0.19624804,-0.1597228,0.3487247,-0.12451642,-0.16269855,-0.2631825,-0.042246245,-0.2349293,-0.09246458,0.06083533,0.0028252006,-0.11625737,0.108788885,-0.0831136,0.045179777,-0.118926175,0.047507912,-0.07529919,0.17035322,-0.15986985,-0.0165331,0.10058151,0.23405424,-0.0019817837,0.08615326,0.107345,0.07427743,-0.21500587,0.14117263,0.1690605,-0.020479333,-0.05331774,0.26099434,-0.22936788,0.0354134,0.20564684,0.037961394,0.01107697,-0.004106991,-0.30525514,-0.03552533,0.27908373,0.23025556,-0.06917906,0.054715257,-0.106397375,-0.27477783,0.11622037
0,0.38710737,-0.35147694,-0.027022537,-0.54364973,0.31494933,0.055320278,-0.1293097,-0.13223377,0.32797658,-0.31426424,-0.35684168,0.7921647,-0.0938261,0.26647237,-0.0371712,-0.6892294,0.40801883,-0.3493504,0.4404042,-0.27485654,-0.3431267,-0.17475954,0.36585948,-0.43956336,0.2709928,0.12027356,-0.27206412,-0.1953981,0.029758766,-0.40556806,0.12890342,-0.23070928,0.07357028,0.076512784,0.1500541,-0.48124123,-0.38883778,0.4483136,0.041825995,-0.17923823,0.4191391,0.22742148,-0.018447665,-0.18285874,0.15550092,0.17057902,-0.013588194,0.0066373944,0.13892944,-0.40191865,-0.030283123,-0.033876754,0.24521066,0.12886608,-0.13854264,-0.5907034,-0.16089252,0.8965447,0.69102114,-0.18371849,0.11209485,0.011803836,-0.10141133,0.38194
0,0.38710737,-0.35147694,-0.027022537,-0.54364973,0.31494933,0.055320278,-0.1293097,-0.13223377,0.32797658,-0.31426424,-0.35684168,0.7921647,-0.0938261,0.26647237,-0.0371712,-0.6892294,0.40801883,-0.3493504,0.4404042,-0.27485654,-0.3431267,-0.17475954,0.36585948,-0.43956336,0.2709928,0.12027356,-0.27206412,-0.1953981,0.029758766,-0.40556806,0.12890342,-0.23070928,0.07357028,0.076512784,0.1500541,-0.48124123,-0.38883778,0.4483136,0.041825995,-0.17923823,0.4191391,0.22742148,-0.018447665,-0.18285874,0.15550092,0.17057902,-0.013588194,0.0066373944,0.13892944,-0.40191865,-0.030283123,-0.033876754,0.24521066,0.12886608,-0.13854264,-0.5907034,-0.16089252,0.8965447,0.69102114,-0.18371849,0.11209485,0.011803836,-0.10141133,0.38194
0,0.35907227,-0.30571786,-0.0016265549,-0.50063896,0.24915452,0.047534943,-0.10291968,-0.08762802,0.3392776,-0.2779656,-0.32933384,0.7586875,-0.07341771,0.25682977,-0.05651746,-0.6535261,0.40304267,-0.34923175,0.40973815,-0.2807756,-0.32702452,-0.15716517,0.3401035,-0.41755617,0.23700497,0.09579831,-0.25879577,-0.18302669,0.02547153,-0.35180828,0.12258044,-0.22477561,0.075587235,0.06156698,0.14326298,-0.4551952,-0.37466612,0.40150797,0.061803147,-0.17438443,0.4010936,0.21215183,-0.024129523,-0.17581162,0.15746398,0.17227635,-0.007292647,0.029673189,0.14652875,-0.38531289,-0.005510479,-0.034889214,0.21561916,0.09321272,-0.11710219,-0.5374182,-0.17292477,0.86185503,0.6702871,-0.1507715,0.13392995,0.0034217536,-0.10426641,0.3552992
0,0.36240393,-0.1919383,0.41443738,-0.58838624,0.11393575,-0.021995515,-0.04875983,0.25656474,0.6837735,-0.23315471,-0.7177937,1.392401,-0.1182863,0.20135677,-0.29286864,-1.1362888,0.7914028,-0.7355694,0.37280807,-0.7249808,-0.72425395,-0.00509481,0.75416076,-0.71237516,0.59790766,0.079094976,-0.69515276,-0.269257,-0.15012641,-0.3485254,0.28322056,-0.35148105,0.11431339,0.24940765,0.112191595,-0.73020345,-0.9618235,0.56016064,-0.057898074,-0.3816903,0.83680606,0.28979468,-0.13156873,-0.29466602,0.29626727,0.23189045,0.08292372,0.47948965,0.10854794,-0.6483517,0.07752904,-0.45934907,0.1627794,-0.15739693,-0.029153284,-0.6483405,-0.4905501,1.6783563,1.4353784,0.16705024,0.56874305,-0.0131005645,0.14546737,0.6416799
0,0.38710737,-0.35147694,-0.027022537,-0.54364973,0.31494933,0.055320278,-0.1293097,-0.13223377,0.32797658,-0.31426424,-0.35684168,0.7921647,-0.0938261,0.26647237,-0.0371712,-0.6892294,0.40801883,-0.3493504,0.4404042,-0.27485654,-0.3431267,-0.17475954,0.36585948,-0.43956336,0.2709928,0.12027356,-0.27206412,-0.1953981,0.029758766,-0.40556806,0.12890342,-0.23070928,0.07357028,0.076512784,0.1500541,-0.48124123,-0.38883778,0.4483136,0.041825995,-0.17923823,0.4191391,0.22742148,-0.018447665,-0.18285874,0.15550092,0.17057902,-0.013588194,0.0066373944,0.13892944,-0.40191865,-0.030283123,-0.033876754,0.24521066,0.12886608,-0.13854264,-0.5907034,-0.16089252,0.8965447,0.69102114,-0.18371849,0.11209485,0.011803836,-0.10141133,0.38194
0,0.3624039,-0.19193825,0.4144374,-0.5883861,0.11393575,-0.021995485,-0.0487598,0.2565647,0.6837736,-0.23315468,-0.7177937,1.3924009,-0.11828624,0.20135671,-0.29286858,-1.1362888,0.7914027,-0.73556936,0.372808,-0.7249807,-0.72425395,-0.0050947354,0.75416076,-0.71237504,0.59790766,0.07909489,-0.69515276,-0.26925695,-0.15012647,-0.34852535,0.28322056,-0.35148102,0.11431341,0.24940756,0.11219165,-0.7302034,-0.9618234,0.56016064,-0.05789806,-0.38169026,0.83680606,0.28979468,-0.13156873,-0.29466605,0.29626733,0.23189045,0.08292366,0.4794896,0.10854795,-0.64835167,0.07752901,-0.459349,0.1627794,-0.15739691,-0.029153299,-0.64834046,-0.4905501,1.6783563,1.4353783,0.16705027,0.5687429,-0.013100609,0.14546734,0.6416799
0,0.2714309,-0.19645071,-0.067847915,-0.27983338,0.061712086,0.027895719,-0.015035804,-0.12478038,0.24394593,-0.13242325,-0.008007422,0.335998,0.014573932,0.2166189,0.058577158,-0.2972178,0.196248,-0.15972275,0.3487247,-0.12451642,-0.16269852,-0.2631825,-0.042246237,-0.2349293,-0.09246458,0.060835317,0.0028252304,-0.11625737,0.10878888,-0.08311362,0.045179784,-0.11892619,0.04750793,-0.0752992,0.17035323,-0.15986985,-0.01653307,0.10058151,0.23405422,-0.001981791,0.08615322,0.107345,0.074277416,-0.21500586,0.14117263,0.1690605,-0.020479325,-0.053317748,0.26099437,-0.22936785,0.03541343,0.20564684,0.037961394,0.011076974,-0.004107006,-0.30525514,-0.035525344,0.27908367,0.23025553,-0.06917905,0.05471523,-0.10639739,-0.27477783,0.11622037
0,0.1935624,-0.1490898,-0.035463985,-0.15089239,-0.0048950315,0.04235433,0.05414206,-0.1567452,0.19743386,-0.064298324,0.09027755,0.19924335,0.051705435,0.1687927,0.0793464,-0.19569802,0.19409232,-0.11913426,0.25739765,-0.05641312,-0.097745165,-0.29340425,-0.21208239,-0.17524096,-0.16526894,0.0064258873,0.057707034,-0.086750045,0.10343953,0.02006639,0.0025507808,-0.057310626,0.021374017,-0.109207064,0.17529099,-0.09802518,0.056889094,-0.052620977,0.2994568,0.058220077,-0.00045660883,0.08200982,0.09432386,-0.2577743,0.114643976,0.22849432,-0.0068136714,-0.016023561,0.32263952,-0.21475857,0.06520692,0.2157773,-0.042964414,-0.03994167,0.07426375,-0.2202942,0.007958418,0.12306796,0.07978003,-0.023057476,0.10225674,-0.14736342,-0.30591092,0.04870662
