graph_index,label
949,2
1280,1
1443,0
943,2
129,1
539,2
347,1
962,2
955,2
559,2
813,1
64,2
1408,2
1400,1
623,0
1149,0
850,1
1261,1
637,2
1474,0
1463,0
942,2
579,0
318,0
383,0
1162,2
745,0
1488,2
144,2
825,0
225,0
339,1
1342,2
491,2
1327,0
1378,1
985,1
1336,2
889,0
15,1
256,2
786,0
1210,1
502,2
965,0
300,2
1250,2
7,2
1419,2
406,1
959,2
652,0
984,2
168,1
171,1
423,1
1428,1
826,0
192,0
338,1
983,0
1024,2
120,1
688,2
323,0
1078,0
1066,0
389,1
553,1
753,2
903,0
790,2
993,0
1374,1
1330,2
1049,2
894,1
1204,0
522,2
292,2
789,0
634,1
1061,1
470,2
755,0
526,0
1159,1
91,1
1005,1
1324,2
1377,0
619,0
465,1
1401,2
947,0
1080,1
1460,1
47,0
1164,0
128,0
1001,2
123,1
193,0
967,2
521,2
107,1
743,2
1198,1
1245,1
827,2
574,0
721,2
919,2
399,2
1483,0
1106,2
441,1
997,2
488,1
908,2
222,1
40,2
411,2
53,2
42,1
661,0
1230,2
132,2
566,1
390,2
78,1
334,0
695,0
335,0
1047,1
697,1
1471,2
710,1
111,2
931,0
1069,0
1344,1
1265,0
36,0
1175,2
1067,2
267,2
303,1
859,2
945,0
525,2
1361,2
817,1
1444,0
1453,0
867,2
1277,0
65,1
30,2
164,2
617,2
320,0
621,0
994,2
326,2
872,1
1392,0
1233,0
452,0
394,1
730,0
1287,0
768,1
378,1
1310,0
555,0
1354,1
937,0
1316,1
731,1
1065,1
493,2
906,1
1115,1
563,2
1472,2
424,0
587,2
638,2
1031,2
1397,0
1478,1
668,2
177,0
264,2
204,2
601,2
809,0
972,1
1124,0
1454,2
41,0
632,1
1412,1
1375,1
1103,0
538,0
1359,0
1157,1
259,2
1170,0
432,0
60,0
1003,1
622,2
1495,0
958,0
494,0
355,2
750,1
1255,2
1122,0
1329,0
1199,2
1155,2
1267,2
1121,0
797,1
1489,0
1402,2
10,0
1076,0
373,2
910,1
734,1
1288,2
131,1
670,0
814,2
940,2
1254,1
150,1
1346,0
467,2
666,0
1063,2
18,2
523,0
1045,1
1366,0
1410,2
1145,2
798,2
1221,1
301,2
866,2
848,0
173,1
232,0
1036,1
457,2
183,0
427,2
425,0
333,2
682,0
723,1
1082,0
500,2
1234,1
266,1
68,0
1113,1
1135,0
480,1
857,0
1016,1
294,1
1252,0
386,0
198,1
706,0
122,0
1099,0
1062,2
520,2
125,2
999,0
655,1
1417,1
681,2
934,2
1273,2
922,2
1321,0
547,1
1040,0
989,0
1187,1
769,1
501,2
899,1
397,0
