graph_index,label
96,1
2,1
56,0
133,0
146,0
61,0
52,1
20,0
4,1
68,1
38,0
33,0
69,0
180,1
148,1
17,1
75,0
177,1
149,1
103,1
158,1
97,0
119,0
86,1
145,0
156,1
41,1
95,1
83,1
99,1
140,1
44,1
165,1
114,1
126,1
120,0
43,1
164,1
144,0
36,0
29,0
131,1
87,1
19,1
88,1
64,0
98,1
168,1
57,1
169,0
118,0
16,1
13,0
135,1
65,0
77,0
143,0
179,0
115,1
8,0
1,0
132,0
24,1
93,0
34,0
46,1
127,1
187,0
159,1
21,1
55,0
66,1
40,1
124,1
136,1
37,1
32,1
6,1
5,1
116,1
78,0
63,1
76,0
141,1
53,0
79,1
35,0
185,1
184,1
104,0
23,1
150,0
47,1
162,1
139,1
138,1
22,1
81,1
14,1
25,0
167,0
155,0
111,1
106,1
11,1
84,1
12,1
74,0
163,1
90,1
176,1
125,1
107,0
175,1
182,1
100,1
121,1
113,1
130,1
142,0
27,1
58,0
147,1
45,1
186,1
70,1
170,0
51,1
60,1
71,1
50,1
39,1
151,1
15,1
181,1
102,1
91,0
112,0
92,1
31,1
30,0
89,0
161,1
154,1
28,0
128,1
85,1
183,0
137,1
172,1
