graph_index,label
31,2
242,2
541,4
376,2
16,1
93,3
346,3
488,3
226,5
532,5
73,5
244,2
199,1
194,4
457,5
177,1
547,5
361,3
38,5
505,1
563,3
417,4
366,5
356,0
172,3
515,3
371,3
387,0
597,3
27,0
176,1
501,0
549,2
19,4
333,4
508,2
395,2
314,2
233,1
265,4
270,1
373,3
330,1
348,3
582,3
427,5
289,5
398,4
181,1
155,0
564,2
4,4
312,4
109,2
466,5
195,2
533,2
163,0
385,4
231,4
459,3
266,0
413,0
349,0
92,4
472,4
318,0
578,4
524,0
230,4
369,4
377,4
279,1
422,4
12,1
246,3
245,4
54,3
79,4
517,1
284,1
426,1
359,3
520,4
49,5
68,5
253,1
441,4
87,5
197,1
261,2
342,5
458,0
156,0
518,4
189,0
22,5
509,5
238,3
131,1
499,4
449,3
30,2
302,4
259,2
23,5
276,1
538,5
404,3
35,5
102,0
439,1
100,0
85,5
311,4
543,3
423,1
148,4
519,1
579,1
116,2
391,1
596,5
326,1
237,3
202,3
382,2
594,0
555,1
208,3
51,3
138,3
263,4
10,3
516,4
136,2
542,4
26,4
337,5
504,3
137,1
118,1
317,5
323,0
456,0
559,1
303,1
510,3
465,5
213,5
448,0
435,5
425,5
227,3
514,0
351,4
367,5
264,2
390,2
528,4
203,2
285,1
63,1
207,4
47,0
474,0
180,0
184,0
134,5
412,3
166,0
121,4
140,1
254,4
442,1
6,3
316,1
158,3
257,1
157,5
581,3
185,3
258,4
143,5
186,0
354,2
374,4
357,5
48,1
490,2
497,5
322,4
587,0
126,3
103,2
560,3
503,2
198,2
481,1
598,5
320,1
325,1
296,3
24,3
62,1
71,0
37,0
588,3
70,2
39,0
262,3
0,3
568,2
416,1
331,1
168,3
50,5
565,5
389,2
595,4
315,2
464,2
477,2
491,3
589,5
99,5
403,4
41,2
544,0
106,4
299,1
287,3
535,2
548,4
273,1
243,2
498,0
574,3
494,5
309,4
480,0
241,5
218,0
383,1
584,0
113,0
468,0
82,2
150,3
384,4
124,1
44,1
562,3
502,4
478,0
108,5
408,3
188,0
500,2
364,5
402,0
561,5
399,4
13,2
298,0
365,3
290,0
540,5
411,4
127,1
240,0
5,2
268,1
300,0
191,3
352,2
120,2
56,1
96,1
280,4
182,0
60,5
576,0
216,0
8,4
347,2
381,4
552,4
65,4
61,3
222,0
577,4
511,2
43,3
3,0
141,1
21,4
224,5
586,2
375,4
67,0
546,3
145,1
52,0
277,2
84,1
479,4
583,2
392,4
46,5
215,1
247,3
437,4
66,5
420,2
421,3
179,5
445,2
447,5
211,2
123,3
250,0
455,4
536,0
98,1
122,4
353,2
42,5
72,0
239,3
368,0
569,5
432,4
164,3
234,5
9,4
539,1
297,0
15,2
355,4
232,5
554,5
90,4
294,4
217,5
388,2
493,0
461,3
451,3
175,3
492,2
450,2
221,1
308,2
506,5
196,3
161,5
386,5
119,3
205,2
132,2
328,5
305,3
570,4
460,5
475,0
147,5
252,1
88,1
522,0
370,1
288,2
171,5
414,0
590,5
2,5
405,2
396,1
40,2
75,4
170,3
476,1
358,2
434,0
487,1
135,2
545,3
531,0
225,0
527,2
393,3
525,0
28,3
125,4
394,1
36,2
183,1
192,3
360,2
17,2
419,3
255,1
206,1
438,2
29,3
530,3
142,0
485,3
482,2
344,2
471,1
269,1
453,4
571,2
53,5
235,2
209,1
20,4
446,1
335,0
114,5
428,5
462,1
407,4
430,0
324,0
301,4
57,0
115,1
74,2
473,4
210,3
454,1
321,2
248,5
272,5
32,3
339,5
223,2
110,2
97,4
236,1
18,2
336,1
267,2
160,3
329,0
149,0
111,3
293,3
162,0
409,0
484,0
572,2
59,5
513,5
201,5
14,4
470,0
33,3
173,0
363,5
433,2
278,5
429,0
144,0
128,1
95,4
174,5
319,4
249,5
112,4
566,5
599,0
130,1
133,5
406,4
567,1
200,2
