graph_index,label
96,1
2,0
56,0
133,1
146,1
61,1
52,1
20,1
4,0
68,1
38,1
33,1
69,1
180,1
148,1
17,0
75,1
177,1
149,1
103,1
158,1
97,0
119,1
86,0
145,1
156,1
41,1
95,0
83,0
99,0
140,1
44,0
165,0
114,1
126,1
120,0
43,1
164,0
144,1
36,1
29,0
131,1
87,1
19,0
88,1
64,1
98,1
168,0
57,0
169,0
118,1
16,1
13,1
135,0
65,0
77,1
143,1
179,1
115,1
8,1
1,0
132,1
24,0
93,0
34,1
46,1
127,0
187,1
159,0
21,1
55,1
66,0
40,1
124,0
136,1
37,1
32,1
6,1
5,1
116,1
78,1
63,1
76,1
141,1
53,0
79,1
35,0
185,1
184,0
104,1
23,1
150,0
47,1
162,1
139,1
138,1
22,1
81,0
14,1
25,1
167,1
155,1
111,1
106,1
11,0
84,1
12,0
74,1
163,1
90,1
176,1
125,0
107,0
175,1
182,1
100,1
121,1
113,0
130,1
142,1
27,0
58,1
147,1
45,0
186,0
70,1
170,0
51,1
60,1
71,0
50,0
39,1
151,1
15,1
181,0
102,1
91,1
112,0
92,0
31,1
30,0
89,0
161,0
154,0
28,1
128,0
85,1
183,1
137,1
172,1
