graph_index,label
949,1
1280,2
1443,2
943,1
129,0
539,1
347,0
962,1
955,1
559,1
813,1
64,0
1408,2
1400,2
623,1
1149,2
850,1
1261,2
637,1
1474,2
1463,2
942,1
579,1
318,0
383,0
1162,2
745,1
1488,2
144,0
825,1
225,0
339,0
1342,2
491,0
1327,2
1378,2
985,1
1336,2
889,1
15,0
256,0
786,1
1210,2
502,1
965,1
300,0
1250,2
7,0
1419,2
406,0
959,1
652,1
984,1
168,0
171,0
423,0
1428,2
826,1
192,0
338,0
983,1
1024,2
120,0
688,1
323,0
1078,2
1066,2
389,0
553,1
753,1
903,1
790,1
993,1
1374,2
1330,2
1049,2
894,1
1204,2
522,1
292,0
789,1
634,1
1061,2
470,0
755,1
526,1
1159,2
91,0
1005,2
1324,2
1377,2
619,1
465,0
1401,2
947,1
1080,2
1460,2
47,0
1164,2
128,0
1001,2
123,0
193,0
967,1
521,1
107,0
743,1
1198,2
1245,2
827,1
574,1
721,1
919,1
399,0
1483,2
1106,2
441,0
997,1
488,0
908,1
222,0
40,0
411,0
53,0
42,0
661,1
1230,2
132,0
566,1
390,0
78,0
334,0
695,1
335,0
1047,2
697,1
1471,2
710,1
111,0
931,1
1069,2
1344,2
1265,2
36,0
1175,2
1067,2
267,0
303,0
859,1
945,1
525,1
1361,2
817,1
1444,2
1453,2
867,1
1277,2
65,0
30,0
164,0
617,1
320,0
621,1
994,1
326,0
872,1
1392,2
1233,2
452,0
394,0
730,1
1287,2
768,1
378,0
1310,2
555,1
1354,2
937,1
1316,2
731,1
1065,2
493,0
906,1
1115,2
563,1
1472,2
424,0
587,1
638,1
1031,2
1397,2
1478,2
668,1
177,0
264,0
204,0
601,1
809,1
972,1
1124,2
1454,2
41,0
632,1
1412,2
1375,2
1103,2
538,1
1359,2
1157,2
259,0
1170,2
432,0
60,0
1003,2
622,1
1495,2
958,1
494,0
355,0
750,1
1255,2
1122,2
1329,2
1199,2
1155,2
1267,2
1121,2
797,1
1489,2
1402,2
10,0
1076,2
373,0
910,1
734,1
1288,2
131,0
670,1
814,1
940,1
1254,2
150,0
1346,2
467,0
666,1
1063,2
18,0
523,1
1045,2
1366,2
1410,2
1145,2
798,1
1221,2
301,0
866,1
848,1
173,0
232,0
1036,2
457,0
183,0
427,0
425,0
333,0
682,1
723,1
1082,2
500,1
1234,2
266,0
68,0
1113,2
