graph_index,label
96,0
2,1
56,1
133,1
146,1
61,1
52,0
20,1
4,1
68,1
38,0
33,0
69,0
180,1
148,1
17,0
75,1
177,1
149,1
103,0
158,1
97,1
119,0
86,1
145,1
156,1
41,1
95,0
83,0
99,1
140,1
44,1
165,0
114,1
126,0
120,1
43,1
164,0
144,0
36,1
29,1
131,0
87,1
19,1
88,0
64,1
98,1
168,0
57,1
169,0
118,1
16,0
13,0
135,0
65,1
77,1
143,0
179,0
115,1
8,1
1,0
132,0
24,1
93,1
34,1
46,1
127,0
187,1
159,0
21,1
55,1
66,1
40,1
124,0
136,0
37,1
32,1
6,1
5,1
116,1
78,1
63,1
76,1
141,1
53,1
79,1
35,0
185,1
184,1
104,0
23,1
150,1
47,1
162,0
139,1
138,1
22,1
81,0
14,0
25,0
167,1
155,1
111,1
106,1
11,1
84,0
12,1
74,0
163,1
90,1
176,0
125,0
107,1
175,0
182,0
100,1
121,1
113,1
130,1
142,0
27,0
58,0
147,1
45,1
186,1
70,1
170,1
51,0
60,1
71,1
50,1
39,1
151,1
15,0
181,1
102,1
91,1
112,1
92,1
31,1
30,0
89,0
161,1
154,1
28,1
128,0
85,1
183,0
137,0
172,1
