graph_index,label
31,0
242,4
541,4
376,4
16,2
93,4
346,0
488,2
226,5
532,5
73,2
244,0
199,3
194,4
457,4
177,1
547,5
361,4
38,1
505,0
563,4
417,5
366,1
356,2
172,2
515,4
371,3
387,4
597,1
27,5
176,5
501,0
549,2
19,3
333,5
508,5
395,4
314,4
233,2
265,3
270,5
373,1
330,0
348,1
582,5
427,3
289,5
398,0
181,0
155,2
564,2
4,1
312,1
109,1
466,3
195,1
533,2
163,3
385,3
231,4
459,0
266,1
413,1
349,0
92,4
472,4
318,0
578,0
524,5
230,2
369,0
377,4
279,5
422,3
12,4
246,0
245,3
54,2
79,5
517,2
284,3
426,0
359,1
520,5
49,3
68,4
253,3
441,4
87,2
197,3
261,1
342,3
458,3
156,2
518,5
189,4
22,3
509,2
238,4
131,4
499,5
449,1
30,4
302,3
259,1
23,4
276,1
538,5
404,5
35,3
102,2
439,1
100,2
85,2
311,3
543,2
423,1
148,5
519,3
579,5
116,1
391,2
596,4
326,1
237,1
202,4
382,1
594,4
555,2
208,4
51,0
138,5
263,1
10,3
516,2
136,1
542,5
26,1
337,5
504,1
137,3
118,5
317,5
323,3
456,1
559,4
303,4
510,3
465,5
213,3
448,0
435,2
425,5
227,5
514,2
351,5
367,5
264,0
390,4
528,5
203,0
285,2
63,0
207,3
47,4
474,2
180,3
184,1
134,3
412,1
166,5
121,0
140,0
254,4
442,3
6,0
316,2
158,3
257,1
157,2
581,4
185,2
258,0
143,0
186,4
354,2
374,0
357,1
48,4
490,0
497,1
322,4
587,4
126,1
103,1
560,0
503,5
198,0
481,3
598,3
320,2
325,3
296,4
24,2
62,2
71,3
37,4
588,3
70,4
39,5
262,4
0,3
568,1
416,3
331,4
168,4
50,0
565,4
389,5
595,0
315,3
464,1
477,3
491,4
589,1
99,1
403,3
41,1
544,3
106,0
299,2
287,3
535,5
548,2
273,1
243,0
498,4
574,3
494,0
309,5
480,1
241,5
218,3
383,1
584,4
113,4
468,1
82,0
150,5
384,0
124,4
44,0
562,3
502,1
478,4
108,4
408,2
188,1
500,3
364,5
402,0
561,1
399,0
13,1
298,5
365,2
290,2
540,2
411,0
127,5
240,5
5,5
268,5
300,5
191,1
352,0
120,0
56,3
96,2
280,0
182,1
60,2
576,4
216,4
8,1
347,5
381,2
552,1
65,2
61,0
222,2
577,5
511,2
43,2
3,3
141,3
21,0
224,3
586,5
375,1
67,5
546,0
145,0
52,4
277,3
84,1
479,2
583,5
392,3
46,5
215,1
247,2
437,5
66,4
420,5
421,4
179,4
445,0
447,2
211,2
123,3
250,3
455,3
536,0
98,2
122,2
353,3
42,1
72,4
239,0
368,1
569,1
432,0
164,3
234,2
9,2
539,2
297,4
15,0
355,2
232,5
554,1
90,1
294,3
217,2
388,1
493,0
461,0
451,5
175,2
492,5
450,0
221,5
308,4
506,5
196,3
161,5
386,1
119,1
205,3
132,2
328,0
305,5
570,0
460,2
475,4
147,3
252,3
88,1
522,0
370,0
288,2
171,0
414,1
590,3
2,3
405,1
396,2
40,4
75,1
170,0
476,0
358,3
434,1
487,3
135,4
545,2
531,0
225,4
527,0
393,0
525,5
28,0
125,2
394,0
36,3
183,3
192,5
360,4
17,1
419,0
255,1
206,4
438,5
29,5
530,3
142,2
485,4
482,5
344,4
471,0
269,2
453,2
571,0
53,2
235,3
209,4
20,5
446,3
335,3
114,0
428,0
462,3
407,1
430,4
324,0
301,1
57,2
115,1
74,2
473,5
210,5
454,0
321,2
248,4
272,4
32,4
339,3
223,3
110,1
97,5
236,0
18,2
336,3
267,5
160,1
329,0
149,2
111,5
293,2
162,3
409,4
484,5
572,5
59,4
513,4
201,3
14,4
470,0
33,2
173,2
363,1
433,4
278,1
429,5
144,0
128,5
95,1
174,0
319,2
249,2
112,0
566,5
599,4
130,5
133,5
406,1
567,2
200,1
