graph_index,label
31,3
242,2
541,5
376,2
16,5
93,3
346,5
488,2
226,0
532,2
73,4
244,5
199,4
194,4
457,5
177,3
547,2
361,0
38,4
505,5
563,3
417,2
366,3
356,5
172,4
515,1
371,1
387,0
597,0
27,5
176,2
501,5
549,3
19,1
333,2
508,3
395,2
314,2
233,2
265,4
270,2
373,3
330,3
348,2
582,0
427,3
289,4
398,3
181,1
155,2
564,0
4,5
312,2
109,5
466,0
195,1
533,0
163,2
385,5
231,1
459,2
266,5
413,4
349,0
92,1
472,1
318,5
578,1
524,1
230,5
369,3
377,5
279,3
422,4
12,3
246,5
245,3
54,3
79,5
517,5
284,1
426,3
359,2
520,3
49,1
68,4
253,1
441,0
87,4
197,3
261,2
342,2
458,1
156,1
518,4
189,4
22,2
509,1
238,1
131,4
499,2
449,4
30,2
302,4
259,3
23,0
276,5
538,3
404,1
35,0
102,1
439,3
100,1
85,2
311,1
543,2
423,0
148,0
519,3
579,3
116,1
391,3
596,5
326,0
237,1
202,4
382,5
594,3
555,0
208,4
51,5
138,5
263,5
10,3
516,3
136,0
542,5
26,5
337,4
504,2
137,0
118,2
317,3
323,3
456,4
559,1
303,0
510,5
465,2
213,4
448,0
435,1
425,5
227,3
514,2
351,4
367,4
264,2
390,5
528,2
203,5
285,5
63,3
207,3
47,1
474,5
180,0
184,3
134,4
412,3
166,1
121,4
140,0
254,3
442,0
6,2
316,4
158,3
257,2
157,1
581,5
185,0
258,1
143,3
186,0
354,4
374,4
357,0
48,1
490,2
497,2
322,3
587,5
126,4
103,2
560,1
503,5
198,1
481,4
598,3
320,2
325,1
296,5
24,2
62,1
71,2
37,5
588,4
70,4
39,2
262,5
0,2
568,4
416,1
331,5
168,1
50,4
565,4
389,4
595,0
315,0
464,5
477,1
491,2
589,4
99,2
403,4
41,2
544,1
106,1
299,0
287,3
535,0
548,5
273,1
243,1
498,5
574,1
494,1
309,1
480,2
241,4
218,5
383,2
584,1
113,5
468,0
82,5
150,4
384,4
124,2
44,0
562,3
502,0
478,5
108,4
408,1
188,5
500,0
364,0
402,2
561,5
399,1
13,0
298,2
365,5
290,3
540,5
411,1
127,2
240,1
5,3
268,4
300,0
191,3
352,1
120,5
56,0
96,4
280,0
182,4
60,1
576,0
216,0
8,1
347,4
381,4
552,1
65,3
61,3
222,1
577,3
511,0
43,0
3,0
141,3
21,1
224,0
586,4
375,3
67,4
546,2
145,5
52,2
277,5
84,3
479,2
583,4
392,2
46,0
215,3
247,0
437,1
66,1
420,5
421,1
179,5
445,0
447,4
211,0
123,1
250,3
455,5
536,0
98,1
122,1
353,0
42,0
72,0
239,3
368,2
569,1
432,4
164,4
234,0
9,3
539,0
297,0
15,2
355,1
232,4
554,0
90,2
294,4
217,4
388,2
493,2
461,3
451,3
175,3
492,1
450,2
221,2
308,3
506,3
196,2
161,2
386,2
119,0
205,0
132,3
328,1
305,0
570,2
460,3
475,5
147,4
252,5
88,2
522,4
370,2
288,4
171,1
414,3
590,3
2,2
405,3
396,0
40,0
75,0
170,3
476,1
358,4
434,1
487,1
135,4
545,3
531,0
225,4
527,4
393,1
525,5
28,0
125,3
394,2
36,0
183,5
192,0
360,1
17,0
419,5
255,4
206,2
438,1
29,5
530,0
142,5
485,2
482,3
344,2
471,1
269,1
453,5
571,5
53,4
235,3
209,4
20,3
446,4
335,0
114,0
428,3
462,4
407,0
430,0
324,5
301,3
57,2
115,4
74,1
473,4
210,5
454,4
321,2
248,5
272,4
32,3
339,1
223,5
110,0
97,4
236,0
18,5
336,5
267,2
160,2
329,0
149,1
111,3
293,4
162,0
409,1
484,5
572,0
59,3
513,5
201,4
14,0
470,5
33,1
173,5
363,1
433,5
278,3
429,2
144,4
128,4
95,2
174,3
319,4
249,3
112,5
566,5
599,4
130,4
133,0
406,2
567,2
200,5
