graph_index,label
949,2
1280,2
1443,2
943,0
129,0
539,2
347,1
962,2
955,2
559,2
813,2
64,2
1408,0
1400,1
623,0
1149,1
850,1
1261,0
637,2
1474,0
1463,2
942,0
579,2
318,1
383,1
1162,0
745,1
1488,2
144,2
825,0
225,1
339,0
1342,1
491,1
1327,1
1378,1
985,1
1336,1
889,1
15,0
256,1
786,1
1210,1
502,1
965,0
300,2
1250,2
7,0
1419,0
406,2
959,1
652,2
984,2
168,0
171,0
423,2
1428,2
826,2
192,0
338,2
983,2
1024,2
120,0
688,0
323,0
1078,0
1066,1
389,2
553,1
753,2
903,0
790,2
993,0
1374,2
1330,1
1049,2
894,1
1204,2
522,2
292,0
789,2
634,1
1061,1
470,2
755,0
526,0
1159,2
91,1
1005,2
1324,0
1377,1
619,2
465,0
1401,2
947,0
1080,2
1460,1
47,0
1164,0
128,0
1001,2
123,1
193,1
967,0
521,1
107,0
743,0
1198,2
1245,2
827,0
574,1
721,0
919,2
399,0
1483,1
1106,0
441,2
997,1
488,0
908,2
222,0
40,0
411,2
53,2
42,1
661,0
1230,2
132,1
566,2
390,0
78,1
334,1
695,2
335,0
1047,1
697,2
1471,2
710,0
111,1
931,0
1069,1
1344,0
1265,2
36,1
1175,2
1067,0
267,1
303,0
859,1
945,0
525,2
1361,2
817,2
1444,1
1453,2
867,0
1277,1
65,2
30,2
164,2
617,0
320,0
621,2
994,1
326,0
872,0
1392,1
1233,1
452,0
394,0
730,0
1287,1
768,2
378,0
1310,2
555,1
1354,2
937,1
1316,0
731,2
1065,2
493,2
906,2
1115,0
563,0
1472,0
424,0
587,0
638,0
1031,1
1397,2
1478,2
668,1
177,0
264,2
204,0
601,0
809,2
972,1
1124,2
1454,2
41,1
632,0
1412,2
1375,0
1103,0
538,1
1359,1
1157,2
259,0
1170,1
432,1
60,1
1003,2
622,0
1495,1
958,0
494,0
355,0
750,1
1255,1
1122,1
1329,2
1199,2
1155,1
1267,2
1121,2
797,0
1489,1
1402,0
10,1
1076,2
373,0
910,1
734,0
1288,1
131,0
670,1
814,1
940,1
1254,1
150,2
1346,0
467,2
666,1
1063,0
18,2
523,0
1045,2
1366,2
1410,1
1145,1
798,2
1221,2
301,0
866,2
848,1
173,1
232,0
1036,1
457,0
183,0
427,0
425,0
333,1
682,0
723,0
1082,1
500,0
1234,2
266,1
68,0
1113,2
1135,0
480,2
857,1
1016,2
294,2
1252,1
386,0
198,0
706,0
122,2
1099,2
1062,0
520,2
125,1
999,2
655,2
1417,0
681,2
934,1
1273,0
922,1
1321,0
547,0
1040,1
989,2
1187,0
769,1
501,0
899,2
397,1
365,1
45,1
1173,2
1237,2
1383,2
407,0
536,1
1493,0
14,2
606,2
61,2
998,0
227,1
381,1
1143,0
718,1
882,1
990,2
108,2
686,0
1476,0
732,0
282,0
1002,2
1,2
654,1
870,2
583,2
821,0
89,0
875,1
152,0
1192,1
787,2
1020,2
568,0
1247,1
748,1
537,1
724,1
1228,2
289,0
1300,1
505,0
1313,2
1060,1
1086,1
856,2
818,2
758,2
901,1
880,2
1322,2
490,0
570,0
392,0
393,2
715,1
1092,2
550,2
1435,2
377,1
1422,2
759,0
1450,2
1105,1
556,1
1107,2
1015,1
689,1
1309,2
163,1
747,0
1340,0
147,1
247,2
1152,1
694,1
685,2
1109,1
360,1
299,1
1023,2
251,0
893,1
80,1
815,2
1257,0
1070,0
1213,0
463,2
905,1
1194,1
582,2
868,0
771,2
364,0
400,2
631,2
977,0
687,0
315,0
1073,2
607,0
1284,1
980,2
1050,1
325,2
178,0
1232,2
1437,2
179,2
657,2
584,1
1225,0
642,2
479,1
643,2
12,0
969,0
430,1
1350,0
861,0
1301,2
451,2
1008,2
273,2
263,2
450,2
1371,2
1285,0
98,0
498,1
996,2
673,0
1186,2
55,0
517,0
1487,0
328,2
206,1
1462,1
1195,0
114,2
1077,0
1432,2
93,0
0,1
869,2
810,1
77,2
1459,1
245,0
436,1
838,0
591,1
145,0
412,2
307,1
269,2
1189,0
26,0
1420,2
863,1
690,2
711,2
593,2
1343,2
751,1
155,0
1039,2
100,1
1498,2
52,1
1347,1
210,2
1217,0
113,0
246,1
546,2
881,0
833,2
1482,2
1452,0
1353,2
1424,1
1074,2
297,2
803,2
1218,0
737,2
979,1
510,1
1399,1
783,1
59,2
1027,2
341,1
1154,1
924,0
1200,2
909,0
446,2
968,0
471,0
162,2
1315,2
862,1
1469,1
117,1
760,1
1396,0
981,2
599,0
1095,0
43,1
231,1
1486,1
713,0
356,2
1025,0
464,1
1146,1
1091,0
1197,2
414,0
986,0
806,0
1226,0
1421,1
1236,0
1193,1
255,2
780,0
362,0
831,1
1114,2
62,0
329,1
876,2
1144,0
704,0
1379,0
735,0
1018,2
726,0
1297,2
1150,0
597,1
1222,1
679,0
1014,2
271,2
469,2
702,1
603,1
552,0
395,0
740,2
361,0
462,1
209,0
954,0
1110,2
449,1
261,0
354,0
248,2
519,1
371,0
728,2
793,2
195,1
1386,0
1219,0
367,1
1393,1
434,2
116,2
1208,2
1243,0
1433,2
948,1
551,1
847,2
1364,0
143,1
1457,0
877,0
346,0
845,2
27,0
142,2
95,1
418,1
892,1
585,1
929,1
873,0
242,2
86,2
766,0
1163,2
1029,1
4,2
96,0
322,1
216,0
2,0
602,2
92,1
805,0
11,2
1108,2
1365,2
391,0
1461,1
509,1
1207,2
146,1
1333,1
201,0
1325,1
1054,0
1169,2
675,0
946,1
287,1
290,0
1098,0
56,0
408,0
422,1
1116,1
506,0
447,1
640,2
663,0
1337,0
1295,1
565,0
900,0
907,0
1439,0
133,1
888,2
366,2
596,2
370,0
887,2
691,1
375,0
1202,0
1484,2
800,0
749,1
153,2
987,2
167,0
660,2
8,2
277,1
240,2
1411,0
995,0
1266,2
970,2
616,0
1440,0
1449,0
588,2
819,1
913,1
1496,2
29,1
917,2
1097,0
1044,1
1384,1
516,1
473,0
196,2
478,1
1358,0
233,0
75,2
703,1
185,2
575,1
57,2
419,1
475,0
676,2
628,2
1251,2
224,0
44,1
988,0
1153,2
832,1
794,0
1416,1
811,1
1215,0
1205,0
262,1
765,0
841,0
1058,1
199,0
1021,2
135,0
1131,2
327,2
878,2
935,2
1326,1
159,1
9,1
1467,0
1338,1
1368,1
1051,0
426,0
1286,1
324,1
842,1
1214,1
1179,2
1140,2
340,2
1446,1
51,0
1270,0
816,1
1380,1
258,2
1312,1
126,0
1468,0
316,2
6,0
890,0
442,2
134,1
76,1
1088,1
158,1
530,1
285,1
306,2
744,1
298,1
1305,2
957,0
72,2
401,2
1445,1
978,2
772,1
648,1
1081,1
172,2
33,0
672,1
951,2
1426,1
1056,2
961,2
1442,1
649,1
288,2
739,2
241,1
84,1
982,2
1057,1
791,0
1303,1
1282,0
788,0
281,1
804,0
722,0
202,1
357,1
157,2
234,0
684,0
217,2
533,0
693,0
351,1
127,2
1148,2
67,0
25,1
186,2
920,1
540,2
636,0
1278,1
590,2
483,1
387,2
1430,0
184,1
611,2
319,2
1241,0
712,1
17,1
507,2
1028,2
1007,1
1413,0
175,0
871,1
950,1
112,1
569,2
545,1
218,1
807,1
781,2
1293,1
260,2
535,1
1480,0
207,0
963,2
1096,2
618,2
1118,1
799,2
567,0
1283,1
94,0
492,1
960,2
1004,1
212,0
630,1
305,0
754,1
720,1
736,2
1308,0
415,2
37,2
664,0
613,1
1289,1
32,0
1436,2
773,2
782,0
1306,2
1132,2
221,1
1334,1
22,2
971,0
380,1
342,1
886,0
345,0
1448,0
1043,2
118,2
472,1
855,0
1299,0
1151,2
528,0
1071,0
851,0
858,0
644,2
358,1
1126,2
884,2
444,2
1466,2
1010,2
671,2
374,2
181,1
729,2
1451,1
576,2
437,2
604,0
548,1
275,1
283,1
16,1
85,1
705,0
314,1
1184,2
1390,1
1348,2
1387,1
1032,0
1053,0
403,0
645,0
1352,0
272,2
762,2
1473,2
1176,2
382,0
237,2
1048,1
19,2
1123,0
639,0
598,1
1290,0
1238,1
1035,1
620,0
915,1
1084,1
719,1
268,1
795,2
1212,0
1345,1
571,2
1298,1
1041,1
23,2
66,0
254,0
249,0
286,2
1085,0
176,0
541,1
1172,1
166,1
1492,1
738,1
518,1
74,1
1158,1
136,1
1339,0
524,2
674,2
608,0
1427,1
700,2
484,0
956,1
573,2
321,0
531,2
1102,1
1479,2
921,1
223,0
476,2
698,0
914,2
633,0
203,0
13,1
1216,2
1128,1
236,0
544,0
402,1
1006,0
930,0
1271,0
1182,1
647,2
440,1
109,1
309,0
229,1
302,1
1382,2
291,2
63,0
853,0
1227,2
1475,0
1262,0
1275,2
1414,1
820,0
474,0
953,2
110,0
487,0
1362,0
105,0
3,2
1447,1
82,0
776,2
1190,1
1075,2
513,2
1055,1
1307,2
295,2
495,1
904,2
1203,2
614,2
170,2
1244,1
1497,0
119,1
239,2
1026,2
1178,1
1038,0
349,0
658,1
90,2
923,0
1367,2
1403,0
898,2
1188,0
605,0
35,1
1456,0
865,2
421,2
1441,0
1423,1
384,0
1127,0
586,0
991,1
1120,1
549,1
1166,1
140,0
103,2
933,0
557,0
1335,1
284,0
1314,0
1388,2
1101,2
928,0
683,1
453,2
1079,1
1302,0
1246,0
1220,0
1034,0
1181,0
1455,1
1341,0
5,1
653,1
1357,2
761,1
554,1
485,1
104,1
226,2
253,1
332,1
610,0
115,0
455,2
1331,1
1253,2
219,0
238,1
353,2
504,1
891,2
296,0
215,1
514,0
1240,1
1431,2
1291,1
1142,2
512,0
311,1
834,1
911,2
846,0
279,2
1465,2
641,1
182,0
828,0
1064,0
1087,1
952,1
497,2
409,2
1209,1
410,0
1438,2
1134,0
1373,1
1491,0
208,0
925,2
1090,0
578,0
742,2
1349,0
1201,1
46,2
1111,0
774,1
874,1
1276,0
966,2
1042,2
448,2
808,0
34,1
148,1
274,1
1165,2
1249,2
964,1
843,2
1059,1
669,0
461,1
680,2
1133,1
626,0
609,2
1281,2
83,2
1223,2
902,0
468,1
73,1
396,0
429,2
1425,2
1136,0
1481,0
1279,1
368,1
860,2
1356,0
265,2
97,0
250,0
154,2
1372,0
81,1
190,2
1415,1
31,1
1395,0
200,0
785,1
454,1
331,0
431,1
844,2
304,0
1490,0
1011,1
725,2
165,1
792,2
717,0
612,1
932,1
278,0
39,2
562,1
1196,2
49,2
1434,1
508,1
310,1
213,0
350,1
854,2
830,1
1391,1
