graph_index,label
96,0
2,1
56,1
133,1
146,1
61,1
52,1
20,1
4,1
68,1
38,0
33,1
69,1
180,1
148,1
17,1
75,0
177,1
149,1
103,1
158,1
97,0
119,1
86,0
145,1
156,0
41,0
95,0
83,1
99,1
140,1
44,1
165,0
114,1
126,1
120,0
43,1
164,0
144,1
36,1
29,1
131,0
87,0
19,0
88,1
64,0
98,1
168,1
57,1
169,1
118,1
16,1
13,0
135,1
65,0
77,1
143,0
179,1
115,1
8,1
1,1
132,1
24,1
93,1
34,0
46,1
127,1
187,0
159,0
21,1
55,0
66,1
40,1
124,0
136,0
37,0
32,1
6,1
5,1
116,0
78,0
63,1
76,1
141,0
53,0
79,1
35,0
185,1
184,0
104,0
23,1
150,1
47,0
162,1
139,1
138,0
22,1
81,1
14,1
25,1
167,0
155,1
111,1
106,1
11,0
84,0
12,0
74,1
163,0
90,0
176,1
125,1
107,1
175,1
182,0
100,0
121,0
113,1
130,1
142,1
27,1
58,1
147,1
45,1
186,0
70,1
170,1
51,1
60,0
71,1
50,1
39,1
151,0
15,0
181,1
102,1
91,1
112,1
92,1
31,0
30,1
89,1
161,0
154,1
28,1
128,1
85,0
183,0
137,1
172,1
