label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
1,0.008276944,0.0076884185,-0.011505974,0.004367506,0.0056453454,-0.009229617,0.011674106,-0.005715033,-0.006868199,-0.013223993,-0.017583555,0.029081319,-0.030009128,0.019329166,-0.004997279,0.004997384,-0.010765157,-0.011236069,-0.0043329583,0.0065369043,0.004017195,-0.007472414,-0.010776167,-0.0071231364,-0.0040947003,0.013394001,0.015513283,-0.011460263,-0.02614829,-0.015666293,-0.009693438,-0.011138686,0.006481018,-0.007216347,-0.0053677815,0.012622917,-0.012988509,-0.012432398,0.012931277,0.0018676339,-0.009899428,-0.018305937,0.004441103,0.0057065734,0.013821855,0.0067026233,-0.011946122,0.0023857001,-0.0008087196,-0.004195918,0.02367782,0.010015744,0.02311221,-0.02140757,0.0070076906,0.018073114,0.020573646,0.0029654435,-0.013400783,0.012610325,0.0033138257,0.008073466,0.020194013,0.023059294,0.0059152907,-0.00082407775,-0.0038470149,-0.008146862,0.020021634,0.001628557,-0.0064313174,-0.0032670198,-0.0033047441,-0.006763755,0.001041223,-0.018783282,-0.018904025,-0.0029259785,-0.011903563,0.013854874,-0.009547096,-0.016684506,-0.020798007,0.01026145,-0.0005150655,0.018342001,0.012052761,-0.00020520951,0.02180874,-0.0041683502,0.01660083,-0.011625283,0.0049121873,0.025243044,0.015638325,0.00172763,0.006867629,-0.004975892,0.0185335,-0.022031583,-0.0041284757,-0.00839759,-0.0127626415,0.006451787,0.022327948,-0.0021151192,0.011981147,-0.027917674,0.003630797,-0.011409266,0.010200113,-0.0020225185,-0.0031220966,-0.0042331284,-0.0017666692,0.013992715,-0.02425431,0.003011629,0.0071474114,0.00010583406,-0.0027527127,0.0038403734,0.009980037,-0.002483687,-0.003216299,0.012371696,0.009782108,-0.0075134644
0,0.0033994217,0.008120818,-0.016293744,0.0074476814,0.014669069,-0.0066212,0.011283325,-0.0072088875,-0.008557958,-0.0043731295,-0.008425188,0.01639908,-0.021456836,0.006795806,-0.009695606,0.00041552566,-0.00955975,-0.017167969,0.00060664257,0.005545929,-0.004881127,-0.0019358571,-0.00362604,-0.0043377406,-0.009127241,0.007967543,-0.0009023463,-0.011657154,-0.013068797,-0.016660996,-0.0038557078,-0.011468962,0.0147481905,-0.0007329421,-0.0042785862,0.0056508975,-0.011846665,-0.0124917375,0.013805692,0.008459235,-0.0046999785,-0.009230014,0.014133035,0.0007378742,0.011293695,0.009686874,-0.0063541033,0.0018451266,-0.0012107866,-0.0035494138,0.011184531,0.003901696,0.025872715,-0.025052337,0.0101763,0.00854701,0.011255531,0.0063501815,-0.007562422,0.015131671,0.005758746,0.004163042,0.015325119,0.015260616,0.0068296827,-0.0063079377,-0.0052574803,-0.0049691754,0.013260864,-0.006059262,-0.0017367088,0.010438497,0.00034241675,-0.008706599,0.009640198,-0.021140097,-0.009700209,-0.0014535709,-0.011353093,0.01949971,0.0053626513,-0.008505652,-0.0063797147,0.0062234057,0.000116680836,0.007157011,0.008525553,0.0003327569,0.020956486,-0.00735055,0.0075626764,-0.0007879235,0.0067131007,0.008660781,0.016916487,-0.001830485,0.014009088,0.0011442654,0.02232993,-0.022611601,0.004672329,-0.0019020009,-0.013683147,-0.006534145,0.019517837,-0.012534859,0.010308407,-0.011661581,0.014369938,6.8443915e-06,0.006317924,-0.0015928334,-0.0013840862,-0.0030730818,-0.0089751035,0.0020145038,-0.014565614,0.0048205834,0.00082885125,0.006194331,-0.00091248826,0.007952461,0.0088651655,-0.0040360102,-0.007873432,0.0019469435,0.009476778,-0.010750487
0,0.007168184,-0.0006495123,-0.017533828,0.014032263,0.014100195,-0.008909266,0.011383667,-0.011333718,-0.0064946273,-0.002601201,-0.013380985,0.007970844,-0.013019286,0.010367227,-0.0018051538,-0.0008294781,0.0018792992,-0.010641676,-0.0015194212,-0.0040767486,-0.0022217142,-0.0045371484,-0.00038914836,-0.007532064,-0.0028501342,0.010405706,0.0082210535,-0.008783631,-0.0116340695,-0.008311578,-0.00081598945,0.0010051294,0.011288664,-0.0037746439,-0.0016530554,0.014079084,-0.005482241,-0.009895692,0.0043716123,-0.0023547828,-0.00349815,-0.008127288,0.011324938,0.0031218051,0.00741096,0.000584013,0.0006717305,0.0058849687,-0.0074182632,0.00849246,0.017246284,-0.0011542878,0.009565583,-0.017290497,0.00077663927,0.014094932,0.007458039,0.013346335,-0.013150034,0.0016715312,-0.0007493161,-0.002424957,0.01013911,0.016402498,0.0033301248,-0.00923817,-0.0044415127,-0.013280187,0.014155314,-0.0012127984,-0.007857814,0.003150373,-0.0109769,-0.00028159947,0.002939336,-0.018558249,-0.0073782867,0.0033904787,0.0022728282,0.011453723,-0.006997641,-0.015053968,-0.016378613,0.006001112,0.0019186143,0.014904681,0.011298106,-0.0021213735,0.010150365,-0.008607499,0.0024972344,-0.006870748,0.009748446,0.0070951446,0.0022585508,0.0040944084,0.011651338,-0.007919311,0.010867244,-0.018712562,-0.0036305168,-0.0062184017,-0.011805943,-0.0039099636,0.0015149463,-0.0077845883,0.00614811,-0.017067134,0.007649544,-0.007956283,0.006159036,0.0034154707,0.0006578337,0.0008373074,0.0034993344,0.0054632085,-0.021018412,-0.0097102,0.0046366556,0.0060324017,-0.010512039,-0.0034981072,-0.00020713998,-0.008971756,0.004757164,-0.00015744989,-0.0032766783,-0.00028624717
1,0.0074626976,-0.0050668726,-0.024697287,0.0076274346,0.009650514,-0.0062090904,0.020418728,-0.01876019,-0.009887124,-0.007038392,-0.01134838,0.03236991,-0.03152828,0.026943346,-0.016050203,-0.0017337223,-0.0138396695,-0.018986432,-0.00035484042,0.010430395,-0.0034503867,-0.01287743,-0.011134343,0.0055146134,-0.005137526,0.01631,0.016656203,-0.010044583,-0.030663703,-0.016949292,0.0037286656,0.0018090204,0.010723335,0.0011396307,0.000119482254,0.011585947,-0.008934635,-0.018540096,0.012873551,0.0065809656,-0.0025910959,-0.028467538,0.0038469138,0.014249192,0.012320396,-0.0013600582,-0.007539559,0.009921981,0.0039473646,-0.0037373593,0.024607318,-0.0030277134,0.024538847,-0.02796467,0.005422387,0.020189071,0.0176804,0.019347284,-0.015272297,0.014931648,0.011677883,0.0008139162,0.024071231,0.017247807,0.001168929,8.689152e-06,-0.003429925,-0.021134008,0.020884614,0.0009956385,0.0064314627,0.004234123,-0.003036761,-0.017749134,0.00073440606,-0.029489664,-0.012454741,-0.005847708,-0.0060914094,0.015881006,0.004717006,-0.017285863,-0.021234725,0.02229807,0.0057103997,0.011025731,0.015837263,0.010494976,0.030241208,-0.00055199355,0.021568287,-0.011135475,0.0012298266,0.027342856,0.01979892,-0.0039621764,0.015279742,-0.0057259253,0.026177008,-0.020075008,-0.006988077,-0.0067682276,-0.023378322,-0.0077423593,0.025113562,-0.016107652,-0.0019624243,-0.02174992,0.01594529,-0.0061401464,0.021824168,-0.0010534156,0.0055753025,0.0044345213,-0.0025107933,0.010610372,-0.03316092,-0.010575783,0.007558863,0.0018353524,-0.0069340672,0.0025142876,0.0028780776,-0.017941352,-0.0017951342,0.011576195,0.0071660154,-0.015755014
0,0.008718587,-0.0050434484,-0.03283253,0.015727237,0.019879358,-0.008095986,0.02471275,-0.019624695,0.0015187169,-0.015361486,-0.01274616,0.028045177,-0.031887602,0.033882782,-0.015269239,0.00344263,-0.010858737,-0.027164591,-0.0069464375,-0.0019265333,0.0009210758,-0.008257921,-0.011307844,-0.0063060927,0.0015978081,0.017294116,0.018804682,-0.007903178,-0.026667817,-0.02404989,-0.007533158,-0.012267454,0.01564116,-0.0024036583,-0.001987016,0.02212491,-0.01872114,-0.02730503,0.017066162,0.014532051,-0.013406379,-0.027525175,0.0132721355,0.015133446,0.0081689,0.00082488894,-0.007808275,-0.0010943868,-0.003058262,0.0040584276,0.01995483,0.0057839723,0.03949568,-0.030973027,0.006693403,0.014371788,0.018486425,0.011110061,-0.024000244,0.014612869,0.0034755706,0.0071149124,0.033186518,0.031970453,0.0026172544,-0.01463438,-0.0070195063,-0.024766106,0.020426994,0.004174872,-0.0040575047,0.0035860438,-0.007969429,-0.009685496,0.003459847,-0.028611526,-0.022773711,0.0041139005,-0.016107043,0.028044047,0.0029478883,-0.02656239,-0.0311722,0.01245371,0.0049051517,0.020221772,0.0069399932,0.011960731,0.029084586,-0.01151204,0.016788214,-0.010301123,0.007564614,0.02956727,0.021775816,-0.01133213,0.014369072,-0.0015152674,0.03534093,-0.028404804,0.0026648843,-0.0013080577,-0.031104038,-0.003404658,0.01964468,-0.016710948,0.0036774222,-0.034669783,0.007574901,-0.009584036,0.017491633,0.0038416537,0.0012963135,-0.0012243228,-0.008560563,0.020516947,-0.026178382,-0.0007898655,0.011927243,0.004750669,-0.012710927,-0.0013029573,0.00848188,-0.0064780987,0.0031404202,0.010051623,0.0060978583,-0.023177357
1,0.009783965,-0.0010033884,-0.029443543,0.015818885,0.011435315,-0.0049052215,0.022566224,-0.020786028,0.00418728,-0.0042786193,-0.02382982,0.036470857,-0.041272078,0.030836934,-0.020060986,0.0022828558,-0.0111595765,-0.03347193,-0.0030026434,0.010882081,0.004001298,-0.014363268,-0.015624541,-0.001015945,-0.0053026583,0.023216985,0.01044938,-0.0065667103,-0.025619857,-0.030329797,-0.011353063,5.2050673e-05,0.018759534,-0.0027816254,-0.007749505,0.021629652,-0.013359605,-0.022072244,0.014962909,0.010525692,-0.008804932,-0.027444543,0.011110767,0.015504198,0.0055431398,-0.0023175203,-0.0034471953,0.0011433435,0.0027594776,0.00555489,0.016036626,0.0104367845,0.0342265,-0.03475822,0.0065708254,0.010723943,0.027873136,0.012489532,-0.023441464,0.015993034,0.0013901374,0.0034803213,0.031133754,0.026143037,0.010367087,-0.01509559,0.003765767,-0.014583998,0.013445203,-0.0044512833,0.004439453,0.0043108086,-0.006625861,-0.009145484,0.007073083,-0.033125058,-0.028909255,0.003685411,-0.012906985,0.022598136,-0.004061084,-0.018739501,-0.02055699,0.022620415,0.007229439,0.01461468,0.018592784,0.013280455,0.033156097,-0.010566315,0.017529003,-0.012907071,0.0059552933,0.02515524,0.01884644,-0.008181688,0.017053237,-0.010890433,0.03026456,-0.031396948,-0.0062932167,-0.0053490405,-0.024916153,0.0061106705,0.020135645,-0.015617552,0.0146225365,-0.026596162,0.009210455,-0.013370883,0.024689367,0.0019450779,-0.00038011844,-0.0029924798,-0.0033334785,0.013294397,-0.038798265,-0.009346677,0.008972515,0.009486593,-0.005616195,-0.0055961064,0.015402488,-0.01994253,-0.004327753,0.0034300922,0.014876811,-0.022809034
0,-0.0048062736,-0.005781366,-0.026870338,0.010352723,0.0072367443,0.0006084222,0.019275488,-0.0070942193,0.0016923718,-0.0110434005,-0.012362235,0.026656378,-0.032614112,0.02397894,-0.007331796,0.0037714718,-0.013394188,-0.01613716,-0.0028869137,-0.0015301167,0.0019125135,-0.0027247427,-0.018537238,0.0065795737,-0.004484104,0.021987988,0.006490305,-0.01276219,-0.026790628,-0.011438426,-0.0042631193,-0.0021503537,0.016013373,0.0030879606,-0.005343454,0.008260309,-0.006366488,-0.023262579,0.001619233,0.010141684,-0.0005889192,-0.026947461,0.004400352,0.004957996,0.0054709157,-0.0015890081,-0.015372923,0.011272968,-0.0065583973,0.0031358541,0.024110256,0.002075166,0.03113814,-0.026864091,-0.0027818654,0.0197925,0.02328662,0.018911602,-0.019065514,0.016422875,0.0027544925,0.008916628,0.012364859,0.021275261,1.3366196e-05,-0.010055862,0.0037714764,-0.007973005,0.01595398,0.008662303,-0.004528116,0.004203544,-0.0091262795,-0.0051082545,0.012290656,-0.012926375,-0.010963528,0.0002677049,-0.0048816903,0.014783241,-0.00078946556,-0.0217334,-0.02267323,0.014194997,0.009395225,0.0077206464,0.008518186,0.009475927,0.02947552,-0.0031704106,0.019161956,-0.002940811,0.00457749,0.0156173585,0.012881606,-0.0010468281,0.007980759,-0.006774054,0.02759411,-0.024729926,-0.0017555965,-0.004159272,-0.014483989,-0.006436989,0.021404171,-0.005793434,0.007958242,-0.025514333,0.0065675857,-0.00405794,0.020925947,0.004616337,-0.004102422,0.003378955,-0.0035537567,0.009231623,-0.031204494,-0.0010512096,-0.0026141137,0.0071397936,-0.0066964524,-0.0052439477,0.009774149,-0.008717623,0.0014530027,0.012132778,0.012202119,-0.008460011
1,0.007101385,-0.0028728931,-0.02014631,0.014560884,0.011829231,-0.008716906,0.024367414,-0.008895045,0.0023511823,-0.003815709,-0.018454485,0.023061654,-0.03703,0.032921046,-0.01608064,0.0007690779,-0.009697623,-0.030071648,0.004070415,-0.00426802,0.000661912,-0.0055509075,-0.013593668,0.0066506458,-0.011990404,0.019344967,0.015010597,-0.012999915,-0.031837415,-0.027043642,-0.0066741905,-0.008393747,0.020235883,0.0031794377,-0.0059613762,0.024215793,-0.01311108,-0.015979748,0.017510423,0.0069009946,-0.010415804,-0.022937568,0.006162874,0.012459348,0.018313568,0.008715264,-0.003832378,0.0055546467,-0.0011764145,0.004769512,0.026191542,0.0043790247,0.032972828,-0.037257228,0.010866844,0.012058921,0.030666785,0.015951425,-0.01588308,0.018613739,0.0053680832,0.01082149,0.030189808,0.025567757,-0.0037129105,-0.0043785963,0.003247152,-0.016790915,0.010371564,0.0035435264,-0.007486133,0.001386006,-0.0037584575,-0.009094851,0.012691377,-0.03338238,-0.021273622,0.008721656,-0.014512983,0.023584131,0.003998229,-0.024099248,-0.030300127,0.020050671,0.0047583957,0.019797148,0.0072557293,0.0016180922,0.021426296,-0.007558358,0.012969766,-0.0069475626,0.013922767,0.030408125,0.015959827,-0.0039727455,0.0106743155,-0.00022637412,0.028822957,-0.02445467,-0.0021504243,-0.007563342,-0.017343216,0.0009903607,0.028600512,-0.013000493,0.0060438295,-0.03070477,0.018713841,-0.008579494,0.014895258,0.009227244,-0.0072745485,0.005573661,-0.005473026,0.013886008,-0.034316685,-0.008364374,0.0062338784,0.0038751035,-0.005121002,0.0018404745,0.018949116,-0.01651073,-0.007274111,0.016547455,0.002163878,-0.018396981
0,0.0083137965,0.0008313101,-0.015106434,0.0015754976,-1.2033182e-05,-0.002637402,0.014131023,-0.001350009,0.0012699687,-0.0012420828,-0.0053243996,0.015045284,-0.02221801,0.011495328,-0.006084965,0.008178407,-0.0060922485,-0.012264234,0.0002113037,0.0061455006,-0.0016480252,0.0040884,0.0016815172,0.005534988,-0.007788387,0.008943583,0.0033412143,-0.00747642,-0.0092165535,-0.01596144,-0.005456953,-0.00030647777,0.008447942,0.0041246805,-0.00449134,0.008363866,-0.002186191,-0.017116293,0.008153672,0.002659958,-0.0032829503,-0.0068778135,-0.0010949083,0.008534319,0.0006504529,0.0050548655,-0.011280599,0.0015177152,-0.0081989635,0.0031330565,0.011360316,0.0064739105,0.014301885,-0.01597298,0.009843614,0.010717677,0.010905665,-0.0017157048,-0.012958431,0.008918676,-0.00026891424,0.0017449046,0.012572497,0.004022392,0.008167341,-0.0072909677,-0.0007736751,-0.009070502,0.010227922,0.0043662963,-0.0050738314,0.0056409696,-0.002214981,-0.003361414,0.009379215,-0.009233063,-0.004819123,0.005865555,0.00027729938,0.016409025,0.005244356,-0.014002565,-0.011934732,0.014506604,0.0046237633,0.015165467,-0.0021823198,0.010348943,0.014387831,0.0020604306,0.0065012686,-0.012445434,-0.004226164,0.011309248,0.0031928485,-0.0086881695,0.009027149,-0.0079357205,0.014432823,-0.010939768,-0.0068339016,0.0060653053,-0.015484663,-0.00084732636,0.008716701,0.00012418965,-8.557206e-05,-0.014373537,-0.00014967383,0.003101818,0.0032890197,0.0071833264,-0.00042284618,0.0029975954,-0.0053592054,-0.001600649,-0.010767635,-0.0034991268,0.0023982483,-0.0033877322,-0.008895568,-0.0032716673,-0.0018161762,-0.007782516,-0.0033195606,0.011311035,-0.0028850173,-0.012344468
1,0.0069786916,0.0031953156,-0.028520452,0.007963884,0.0223922,-0.004844097,0.024376627,-0.014343222,0.0054313974,-0.01420404,-0.014302695,0.025082523,-0.036856428,0.029530331,-0.021180665,0.00664503,-0.02021663,-0.023274284,0.007341543,0.0063449964,-0.004260267,-0.011790169,-0.018267259,0.0015755747,-0.0015077415,0.024970382,0.013907262,-0.007356872,-0.027780158,-0.021028608,-0.010611053,-0.011857625,0.008396844,-0.010822882,-0.0070883306,0.021854127,-0.01605538,-0.02200701,0.0047321734,0.00557505,-0.009365082,-0.030348742,0.013252589,0.0085758185,0.012661974,-0.001042192,-0.016513612,0.0061796904,-0.0045408285,-0.0008543502,0.020955764,0.0017092554,0.030088434,-0.035479482,0.0035987755,0.010306637,0.02532494,0.0061122356,-0.021015052,0.020250434,-0.0014559373,0.012571162,0.027688503,0.027844429,-0.0042873956,-0.004108632,0.0012916335,-0.01680115,0.01611497,-0.001840708,0.007131545,0.0036694098,-0.0025478736,-0.005334537,0.002157146,-0.031667482,-0.023195991,0.0029896128,-0.009473575,0.028942153,-0.0036243582,-0.025256906,-0.01900167,0.0139095625,0.0013269205,0.022009635,0.0047197,0.008283292,0.028258441,-0.001971914,0.01415201,-0.0114712,0.0135441525,0.030911693,0.025058245,-0.00209997,0.012242379,3.228084e-05,0.02450457,-0.031074649,-0.0039058852,-0.004032038,-0.021643123,-0.0015277504,0.018046875,-0.015594269,0.006080504,-0.028078726,0.013109837,-0.014983902,0.011182735,0.002132329,0.0023096967,0.00473567,-0.014006917,0.010980897,-0.024606021,-0.006609026,0.011776746,0.0034216424,0.0012783895,0.002528867,0.0052281884,-0.015936902,-0.009597942,0.0040699565,0.012860175,-0.013944359
