graph_index,label
949,2
1280,2
1443,2
943,1
129,0
539,0
347,1
962,0
955,1
559,0
813,1
64,1
1408,0
1400,2
623,2
1149,0
850,1
1261,2
637,1
1474,2
1463,0
942,0
579,0
318,0
383,2
1162,1
745,2
1488,1
144,2
825,0
225,2
339,2
1342,1
491,2
1327,1
1378,1
985,0
1336,0
889,2
15,0
256,1
786,0
1210,2
502,0
965,2
300,1
1250,1
7,1
1419,1
406,0
959,1
652,1
984,1
168,1
171,0
423,0
1428,1
826,0
192,1
338,1
983,0
1024,2
120,0
688,2
323,0
1078,0
1066,1
389,2
553,2
753,2
903,0
790,2
993,1
1374,2
1330,0
1049,0
894,1
1204,0
522,0
292,0
789,0
634,2
1061,1
470,2
755,0
526,0
1159,1
91,2
1005,2
1324,1
1377,1
619,1
465,2
1401,1
947,0
1080,2
1460,2
47,1
1164,0
128,1
1001,1
123,2
193,2
967,0
521,2
107,2
743,2
1198,0
1245,0
827,1
574,0
721,2
919,0
399,0
1483,2
1106,1
441,0
997,0
488,2
908,1
222,1
40,2
411,0
53,0
42,1
661,0
1230,1
132,1
566,0
390,1
78,1
334,1
695,2
335,0
1047,1
697,2
1471,0
710,1
111,2
931,1
1069,0
1344,0
1265,2
36,1
1175,2
1067,0
267,2
303,1
859,2
945,1
525,0
1361,2
817,1
1444,2
1453,0
867,2
1277,2
65,1
30,0
164,1
617,2
320,2
621,1
994,1
326,2
872,0
1392,1
1233,0
452,0
394,0
730,0
1287,1
768,1
378,0
1310,1
555,0
1354,1
937,0
1316,1
731,0
1065,1
493,2
906,0
1115,2
563,0
1472,2
424,2
587,1
638,1
1031,1
1397,2
1478,2
668,1
177,0
264,0
204,1
601,1
809,0
972,2
1124,1
1454,1
41,1
632,0
1412,2
1375,1
1103,0
538,1
1359,2
1157,1
259,1
1170,2
432,0
60,0
1003,1
622,1
1495,2
958,0
494,0
355,2
750,1
1255,0
1122,1
1329,1
1199,2
1155,0
1267,2
1121,0
797,0
1489,0
1402,1
10,1
1076,2
373,2
910,0
734,1
1288,2
131,0
670,2
814,2
940,1
1254,2
150,2
1346,1
467,2
666,1
1063,2
18,1
523,1
1045,1
1366,1
1410,0
1145,0
798,2
1221,0
301,1
866,1
848,2
173,0
232,1
1036,2
457,0
183,2
427,0
425,2
333,1
682,2
723,1
1082,2
500,1
1234,2
266,1
68,2
1113,0
1135,2
480,0
857,1
1016,2
294,1
1252,0
386,1
198,1
706,0
122,0
1099,2
1062,0
520,2
125,0
999,0
655,0
1417,1
681,2
934,2
1273,2
922,2
1321,2
547,0
1040,0
989,1
1187,0
769,0
501,1
899,2
397,1
365,1
45,2
1173,2
1237,1
1383,1
407,1
536,2
1493,0
14,1
606,2
61,1
998,2
227,2
381,0
1143,1
718,1
882,0
990,1
108,1
686,1
1476,1
732,2
282,2
1002,1
1,0
654,2
870,2
583,2
821,2
89,0
875,1
152,0
1192,2
787,2
1020,0
568,2
1247,1
748,1
537,0
724,2
1228,2
289,1
1300,2
505,1
1313,1
1060,1
1086,0
856,0
818,2
758,1
901,1
880,2
1322,1
490,1
570,0
392,1
393,0
715,1
1092,2
550,1
1435,1
377,1
1422,0
759,1
1450,1
1105,2
556,1
1107,1
1015,1
689,2
1309,0
163,0
747,2
1340,2
147,0
247,0
1152,0
694,1
685,1
1109,0
360,0
299,0
1023,2
251,0
893,1
80,0
815,1
1257,0
1070,2
1213,1
463,2
905,1
1194,1
582,0
868,1
771,2
364,2
400,2
631,1
977,2
687,0
315,0
1073,2
607,0
1284,0
980,0
1050,2
325,1
178,0
1232,0
1437,1
179,1
657,2
584,0
1225,0
642,1
479,2
643,0
12,2
969,2
430,1
1350,0
861,0
1301,1
451,2
1008,1
273,0
263,1
450,2
1371,0
1285,2
98,2
498,1
996,0
673,0
1186,1
55,1
517,2
1487,2
328,0
206,2
1462,2
1195,2
114,0
1077,0
1432,0
93,0
0,1
869,0
810,0
77,2
1459,2
245,2
436,0
838,2
591,0
145,0
412,2
307,0
269,0
1189,1
26,2
1420,0
863,2
690,2
711,0
593,2
1343,0
751,2
155,0
1039,2
100,1
1498,1
52,2
1347,2
210,2
1217,2
113,1
246,2
546,0
881,2
833,0
1482,2
1452,2
1353,2
1424,2
1074,2
297,2
803,2
1218,0
737,0
979,1
510,2
1399,0
783,1
59,1
1027,0
341,0
1154,0
924,1
1200,0
909,1
446,2
968,0
471,1
162,2
1315,2
862,0
1469,1
117,1
760,2
1396,0
981,2
599,0
1095,0
43,0
231,0
1486,1
713,0
356,0
1025,0
464,0
1146,1
1091,0
1197,2
414,2
986,1
806,1
1226,0
1421,0
1236,1
1193,0
255,2
780,2
362,1
831,0
1114,2
62,0
329,1
876,1
1144,2
704,2
1379,1
735,2
1018,1
726,1
1297,1
1150,1
597,0
1222,1
679,0
1014,1
271,0
469,2
702,1
603,1
552,1
395,0
740,1
361,2
462,1
209,1
954,1
1110,1
449,1
261,1
354,0
248,1
519,2
371,2
728,0
793,1
195,0
1386,0
1219,1
367,1
1393,1
434,2
116,0
1208,0
1243,1
1433,2
948,2
551,0
847,2
1364,0
143,1
1457,2
877,1
346,2
845,0
27,2
142,2
95,0
418,1
892,1
585,2
929,0
873,1
242,2
86,1
766,1
1163,0
1029,1
4,0
96,2
322,0
216,1
2,1
602,1
92,2
805,1
11,2
1108,2
1365,0
391,0
1461,2
509,1
1207,2
146,1
1333,2
201,0
1325,0
1054,2
1169,1
675,1
946,0
287,1
290,1
1098,0
56,1
408,2
422,2
1116,2
506,0
447,0
640,1
663,0
1337,2
1295,0
565,2
900,1
907,1
1439,0
133,2
888,2
366,1
596,1
370,0
887,0
691,2
375,1
1202,2
1484,1
800,2
749,2
153,0
987,2
167,2
660,2
8,0
277,2
240,0
1411,1
995,2
1266,2
970,2
616,2
1440,1
1449,1
588,2
819,1
913,1
1496,0
29,1
917,2
1097,1
1044,0
1384,2
516,1
473,2
196,2
478,0
1358,2
233,0
75,0
703,2
185,1
575,0
57,2
419,2
475,2
676,1
628,0
1251,2
224,0
44,2
988,0
1153,1
832,2
794,1
1416,2
811,1
1215,1
1205,1
262,2
765,1
841,0
1058,0
199,0
1021,2
135,0
1131,2
327,1
878,0
935,0
1326,1
159,0
9,2
1467,0
1338,2
1368,1
1051,1
426,2
1286,1
324,1
842,2
1214,1
1179,0
1140,0
340,2
1446,0
51,2
1270,2
816,0
1380,0
258,0
1312,0
126,0
1468,2
316,1
6,1
890,2
442,1
134,2
76,1
1088,2
158,0
530,1
285,0
306,2
744,2
298,1
1305,0
957,2
72,2
401,1
1445,1
978,0
772,1
648,2
1081,0
172,2
33,0
672,1
951,2
1426,2
1056,1
961,1
1442,0
649,1
288,1
739,0
241,2
84,2
982,0
1057,2
791,1
1303,2
1282,0
788,0
281,0
804,0
722,1
202,1
357,0
157,1
234,0
684,2
217,0
533,0
693,1
351,2
127,2
1148,2
67,0
25,2
186,2
920,2
540,1
636,0
1278,0
590,0
483,2
387,2
1430,2
184,2
611,1
319,0
1241,1
712,0
17,0
507,0
1028,1
1007,0
1413,2
175,1
871,1
950,1
112,2
569,2
545,2
218,2
807,2
781,2
1293,0
260,1
535,1
1480,0
207,0
963,2
1096,2
618,0
1118,2
799,0
567,1
1283,0
94,0
492,0
960,0
1004,1
212,2
630,0
305,1
754,0
720,2
736,2
1308,2
415,1
37,0
664,2
613,1
1289,0
32,1
1436,2
773,0
782,2
1306,0
1132,2
221,0
1334,1
22,1
971,2
380,0
342,2
886,0
345,0
1448,0
1043,2
118,2
472,2
855,0
1299,0
1151,0
528,1
1071,1
851,1
858,0
644,2
358,1
1126,0
884,2
444,2
1466,0
1010,1
671,1
374,0
181,0
729,0
1451,2
576,0
437,0
604,2
548,2
275,2
283,0
16,2
85,1
705,1
314,0
1184,2
1390,2
1348,1
1387,2
1032,2
1053,0
403,1
645,1
1352,0
272,0
762,0
1473,2
1176,1
382,0
237,0
1048,1
19,1
1123,2
639,1
598,0
1290,2
1238,0
1035,0
620,2
915,2
1084,1
719,1
268,0
795,0
1212,1
1345,1
571,2
1298,2
1041,2
23,2
66,1
254,1
249,2
286,1
1085,1
176,0
541,0
1172,0
166,2
1492,2
738,0
518,1
74,2
1158,0
136,2
1339,2
524,1
674,2
608,1
1427,1
700,1
484,0
956,0
573,1
321,0
531,1
1102,1
1479,1
921,2
223,1
476,2
698,2
914,2
633,0
203,1
13,1
1216,2
1128,1
236,1
544,2
402,0
1006,0
930,2
1271,0
1182,1
647,2
440,1
109,2
309,0
229,1
302,2
1382,1
291,2
63,1
853,0
1227,0
1475,2
1262,0
1275,1
1414,2
820,1
474,1
953,1
110,0
487,1
1362,1
105,0
3,1
1447,2
82,0
776,0
1190,1
1075,2
513,1
1055,2
1307,2
295,2
495,0
904,1
1203,0
614,2
170,2
1244,1
1497,0
119,1
239,1
1026,1
1178,2
1038,0
349,0
658,2
90,2
923,0
1367,2
1403,1
898,0
1188,2
605,1
35,0
1456,1
865,1
421,1
1441,1
1423,2
384,0
1127,1
586,1
991,1
1120,2
549,1
1166,1
140,2
103,0
933,0
557,0
1335,0
284,2
1314,1
1388,0
1101,0
928,0
683,2
453,1
1079,2
1302,0
1246,0
1220,2
1034,2
1181,0
1455,1
1341,2
5,2
653,1
1357,0
761,2
554,2
485,0
104,1
226,0
253,1
332,2
610,1
115,2
455,1
1331,1
1253,1
219,0
238,1
353,1
504,1
891,1
296,0
215,2
514,0
1240,2
1431,1
1291,1
1142,1
512,0
311,0
834,0
911,2
846,2
279,2
1465,0
641,0
182,0
828,1
1064,2
1087,1
952,2
497,1
409,0
1209,2
410,1
1438,1
1134,1
1373,0
1491,1
208,0
925,0
1090,2
578,1
742,2
1349,0
1201,1
46,1
1111,0
774,2
874,2
1276,2
966,2
1042,1
448,2
808,0
34,2
148,0
274,1
1165,0
1249,0
964,0
843,1
1059,2
669,0
461,2
680,0
1133,0
626,2
609,1
1281,2
83,1
1223,0
902,0
468,1
73,2
396,0
429,0
1425,1
1136,2
1481,0
1279,2
368,1
860,0
1356,2
265,0
97,1
250,2
154,1
1372,2
81,1
190,2
1415,0
31,0
1395,0
200,0
785,1
454,1
331,2
431,1
844,1
304,2
1490,0
1011,0
725,2
165,0
792,2
717,2
612,2
932,0
278,0
39,0
562,2
1196,2
49,0
1434,2
508,0
310,2
213,1
350,0
854,0
830,0
1391,2
