graph_index,label
96,1
2,0
56,0
133,0
146,1
61,1
52,1
20,0
4,1
68,1
38,1
33,0
69,1
180,1
148,1
17,1
75,1
177,1
149,0
103,1
158,1
97,1
119,1
86,1
145,0
156,0
41,1
95,1
83,1
99,1
140,1
44,1
165,1
114,1
126,1
120,0
43,1
164,1
144,0
36,0
29,1
131,1
87,1
19,1
88,1
64,0
98,1
168,1
57,1
169,1
118,0
16,0
13,1
135,1
65,0
77,1
143,0
179,1
115,1
8,1
1,1
132,0
24,1
93,1
34,0
46,1
127,1
187,0
159,0
21,0
55,1
66,1
40,1
124,0
136,1
37,0
32,1
6,1
5,0
116,0
78,1
63,0
76,0
141,1
53,0
79,1
35,1
185,1
184,0
104,1
23,1
150,1
47,1
162,1
139,0
138,0
22,0
81,0
14,1
25,1
167,0
155,1
111,1
106,0
11,1
84,1
12,1
74,1
163,1
90,0
176,0
125,1
107,0
175,1
182,0
100,0
121,0
113,0
130,1
142,1
27,0
58,1
147,1
45,0
186,0
70,1
170,1
51,1
60,1
71,0
50,1
39,0
151,1
15,1
181,1
102,1
91,0
112,1
92,1
31,1
30,0
89,1
161,1
154,0
28,1
128,1
85,1
183,1
137,0
172,1
