graph_index,label
96,0
2,1
56,0
133,0
146,1
61,0
52,1
20,0
4,0
68,1
38,1
33,0
69,1
180,1
148,1
17,0
75,0
177,0
149,1
103,0
158,0
97,0
119,1
86,1
145,1
156,1
41,1
95,1
83,1
99,0
140,1
44,0
165,1
114,0
126,1
120,0
43,1
164,0
144,1
36,1
29,0
131,1
87,1
19,1
88,1
64,1
98,0
168,1
57,1
169,0
118,1
16,0
13,1
135,0
65,1
77,1
143,0
179,0
115,1
8,1
1,0
132,0
24,1
93,1
34,1
46,1
127,0
187,0
159,0
21,1
55,1
66,0
40,1
124,0
136,0
37,1
32,1
6,1
5,0
116,1
78,1
63,1
76,1
141,1
53,1
79,1
35,1
185,1
184,1
104,0
23,1
150,1
47,1
162,0
139,0
138,1
22,0
81,1
14,1
25,1
167,1
155,1
111,1
106,1
11,1
84,1
12,0
74,1
163,0
90,1
176,0
125,1
107,0
175,1
182,0
100,1
121,1
113,0
130,1
142,0
27,1
58,1
147,0
45,1
186,1
70,0
170,1
51,1
60,0
71,1
50,1
39,1
151,1
15,1
181,0
102,1
91,1
112,1
92,1
31,0
30,0
89,1
161,1
154,1
28,1
128,1
85,1
183,1
137,1
172,1
