graph_index,label
31,3
242,3
541,0
376,3
16,0
93,4
346,3
488,4
226,5
532,2
73,3
244,5
199,4
194,1
457,3
177,0
547,3
361,2
38,2
505,5
563,0
417,3
366,4
356,1
172,2
515,5
371,2
387,0
597,2
27,4
176,2
501,3
549,5
19,0
333,0
508,4
395,2
314,0
233,0
265,4
270,5
373,5
330,0
348,5
582,2
427,0
289,2
398,5
181,2
155,1
564,2
4,3
312,2
109,0
466,3
195,4
533,1
163,4
385,3
231,5
459,1
266,4
413,2
349,5
92,2
472,1
318,4
578,1
524,3
230,1
369,1
377,4
279,3
422,3
12,5
246,4
245,1
54,4
79,1
517,5
284,1
426,5
359,4
520,3
49,1
68,3
253,5
441,5
87,2
197,4
261,1
342,4
458,1
156,1
518,3
189,5
22,1
509,5
238,0
131,5
499,0
449,1
30,4
302,1
259,0
23,3
276,1
538,1
404,4
35,5
102,5
439,5
100,2
85,2
311,5
543,5
423,1
148,2
519,5
579,2
116,0
391,5
596,1
326,3
237,2
202,4
382,0
594,1
555,2
208,3
51,1
138,0
263,0
10,4
516,1
136,3
542,0
26,2
337,4
504,0
137,0
118,2
317,1
323,4
456,0
559,1
303,0
510,4
465,5
213,0
448,2
435,1
425,2
227,0
514,0
351,4
367,2
264,5
390,1
528,0
203,1
285,0
63,3
207,1
47,5
474,4
180,0
184,3
134,2
412,5
166,0
121,3
140,4
254,1
442,3
6,2
316,4
158,4
257,3
157,4
581,2
185,2
258,0
143,1
186,1
354,1
374,4
357,0
48,5
490,4
497,5
322,0
587,5
126,3
103,3
560,1
503,3
198,2
481,5
598,0
320,0
325,2
296,0
24,4
62,0
71,5
37,4
588,5
70,1
39,4
262,4
0,5
568,1
416,2
331,1
168,5
50,5
565,2
389,0
595,1
315,0
464,4
477,3
491,5
589,5
99,4
403,4
41,1
544,3
106,4
299,4
287,5
535,4
548,1
273,0
243,5
498,5
574,3
494,5
309,4
480,0
241,2
218,5
383,3
584,5
113,4
468,0
82,5
150,0
384,1
124,5
44,5
562,0
502,1
478,1
108,1
408,1
188,3
500,1
364,0
402,3
561,4
399,1
13,1
298,1
365,2
290,5
540,4
411,5
127,3
240,0
5,5
268,0
300,4
191,2
352,4
120,0
56,3
96,2
280,3
182,3
60,2
576,1
216,3
8,3
347,1
381,3
552,3
65,2
61,1
222,5
577,0
511,1
43,3
3,1
141,1
21,2
224,4
586,5
375,3
67,2
546,4
145,4
52,5
277,5
84,0
479,4
583,2
392,0
46,5
215,3
247,0
437,0
66,1
420,4
421,2
179,4
445,3
447,0
211,5
123,2
250,3
455,5
536,3
98,5
122,3
353,0
42,4
72,2
239,2
368,4
569,4
432,2
164,4
234,3
9,4
539,1
297,0
15,0
355,3
232,5
554,5
90,2
294,3
217,4
388,2
493,2
461,5
451,0
175,0
492,5
450,3
221,5
308,2
506,4
196,2
161,5
386,1
119,3
205,0
132,3
328,1
305,4
570,5
460,5
475,3
147,0
252,2
88,4
522,0
370,1
288,4
171,3
414,1
590,0
2,1
405,3
396,1
40,3
75,0
170,5
476,2
358,4
434,4
487,2
135,3
545,1
531,1
225,1
527,2
393,5
525,2
28,4
125,4
394,2
36,3
183,4
192,4
360,2
17,5
419,3
255,3
206,2
438,2
29,2
530,4
142,0
485,0
482,3
344,2
471,0
269,5
453,0
571,3
53,0
235,1
209,3
20,3
446,0
335,2
114,2
428,5
462,5
407,2
430,4
324,5
301,2
57,1
115,5
74,0
473,4
210,4
454,1
321,1
248,1
272,4
32,2
339,2
223,2
110,4
97,3
236,1
18,3
336,0
267,2
160,3
329,2
149,0
111,2
293,0
162,5
409,0
484,3
572,0
59,3
513,0
201,3
14,4
470,5
33,3
173,3
363,3
433,3
278,4
429,4
144,2
128,1
95,1
174,1
319,2
249,1
112,0
566,5
599,2
130,4
133,0
406,1
567,2
200,2
